,image_id,gt_logit,eps,fake_iou,perturbation,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,14,0,0.0,False,whitenoise,0.21863508224487305,0.009731054306030273,"[0.8292211589466194, 0.8292211589466194]",6.29425048828125e-05,"[0.8292211294174194, 0.8292211]",0.007964134216308594
1,14,0,0.005,False,whitenoise,0.21602320671081543,0.009363889694213867,"[0.7785664651448735, 0.9011085007222318]",6.175041198730469e-05,"[0.8111640810966492, 0.8690566]",0.007636070251464844
2,14,0,0.01,False,whitenoise,0.24144721031188965,0.011494874954223633,"[0.6639544154778174, 1]",7.462501525878906e-05,"[0.7617828845977783, 0.95757675]",0.00943613052368164
3,14,0,0.015,False,whitenoise,0.22424983978271484,0.009571075439453125,"[0.4851636789700223, 1]",6.413459777832031e-05,"[0.6686468124389648, 1.0]",0.007744789123535156
4,14,0,0.02,False,whitenoise,0.22342896461486816,0.009362936019897461,"[0.30466952640027484, 1]",6.508827209472656e-05,"[0.5399741530418396, 1.0]",0.00760197639465332
5,14,0,0.025,False,whitenoise,0.23423480987548828,0.009661197662353516,"[0.1823108118096218, 1]",6.29425048828125e-05,"[0.40910226106643677, 1.0]",0.007906198501586914
6,14,0,0.03,False,whitenoise,0.21457409858703613,0.009687185287475586,"[0.09767465954025713, 1]",6.4849853515625e-05,"[0.2798447906970978, 1.0]",0.00786733627319336
7,14,0,0.035,False,whitenoise,0.22803783416748047,0.009602069854736328,"[0.047751694867860045, 1]",6.508827209472656e-05,"[0.18602751195430756, 1.0]",0.00785517692565918
8,14,0,0.04,False,whitenoise,0.22614789009094238,0.009557008743286133,"[0.01736399806430951, 1]",6.29425048828125e-05,"[0.0871717780828476, 1.0]",0.0077991485595703125
9,14,0,0.045,False,whitenoise,0.21451401710510254,0.009518146514892578,"[0.0019342794294682057, 1]",6.413459777832031e-05,"[0.011631670407950878, 1.0]",0.0077741146087646484
10,14,0,0.05,True,whitenoise,0.22628998756408691,0.0013022422790527344,"[0, 1]",0.0,"[0, 1]",0.0
