,image_id,gt_logit,eps,fake_iou,perturbation,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,3,0,0.0,True,whitenoise,0.2405250072479248,0.009674310684204102,"[0, 1]",0.0,"[0, 1]",0.0
1,3,0,0.005,False,whitenoise,0.23182106018066406,0.009897947311401367,"[0.7974945518607605, 0.9510817528952844]",6.4849853515625e-05,"[0.8400208950042725, 0.90164894]",0.008065223693847656
2,3,0,0.01,False,whitenoise,0.24663376808166504,0.009749889373779297,"[0.6757664853032054, 1]",6.318092346191406e-05,"[0.7913675308227539, 0.9587313]",0.007838964462280273
3,3,0,0.015,False,whitenoise,0.2527029514312744,0.010017871856689453,"[0.5008946942702164, 1]",6.29425048828125e-05,"[0.710846483707428, 1.0]",0.00826406478881836
4,3,0,0.02,False,whitenoise,0.23326802253723145,0.010499715805053711,"[0.32341604677538566, 1]",6.508827209472656e-05,"[0.6084224581718445, 1.0]",0.008674144744873047
5,3,0,0.025,False,whitenoise,0.2540731430053711,0.009576082229614258,"[0.1942517979722899, 1]",6.413459777832031e-05,"[0.464849054813385, 1.0]",0.007776737213134766
6,3,0,0.03,False,whitenoise,0.22409868240356445,0.009919166564941406,"[0.09617845197340733, 1]",6.29425048828125e-05,"[0.2993740439414978, 1.0]",0.008134841918945312
7,3,0,0.035,False,whitenoise,0.2304980754852295,0.009572744369506836,"[0.043381196752530826, 1]",6.508827209472656e-05,"[0.16847501695156097, 1.0]",0.007824897766113281
8,3,0,0.04,False,whitenoise,0.23490285873413086,0.009917020797729492,"[0.013441970581860852, 1]",6.508827209472656e-05,"[0.06468164920806885, 1.0]",0.007951021194458008
9,3,0,0.045,False,whitenoise,0.2286977767944336,0.009612083435058594,"[0.0010261441760655284, 1]",6.389617919921875e-05,"[0.006055379286408424, 1.0]",0.007808208465576172
10,3,0,0.05,True,whitenoise,0.23640203475952148,0.0014178752899169922,"[0, 1]",0.0,"[0, 1]",0.0
