,image_id,gt_logit,eps,fake_iou,perturbation,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,12,0,0.0,False,whitenoise,0.20666909217834473,0.009467840194702148,"[0.9061285471166443, 0.9061285471166443]",6.413459777832031e-05,"[0.9061285257339478, 0.9061285]",0.0077190399169921875
1,12,0,0.005,False,whitenoise,0.2101149559020996,0.009564876556396484,"[0.8068611694229791, 1]",6.29425048828125e-05,"[0.8551445007324219, 0.9520239]",0.007739067077636719
2,12,0,0.01,False,whitenoise,0.21969103813171387,0.013908863067626953,"[0.6058082571703325, 1]",7.677078247070312e-05,"[0.7595603466033936, 1.0]",0.011813163757324219
3,12,0,0.015,False,whitenoise,0.2129530906677246,0.009605884552001953,"[0.3764987389455158, 1]",6.389617919921875e-05,"[0.6173388361930847, 1.0]",0.007843971252441406
4,12,0,0.02,False,whitenoise,0.20906972885131836,0.009724140167236328,"[0.2223605120853242, 1]",6.413459777832031e-05,"[0.4595838189125061, 1.0]",0.00799703598022461
5,12,0,0.025,False,whitenoise,0.21409821510314941,0.009908199310302734,"[0.10963127227697783, 1]",6.413459777832031e-05,"[0.3068216145038605, 1.0]",0.008057832717895508
6,12,0,0.03,False,whitenoise,0.22384095191955566,0.009654045104980469,"[0.038749187625074955, 1]",6.508827209472656e-05,"[0.15581367909908295, 1.0]",0.00775599479675293
7,12,0,0.035,False,whitenoise,0.22939300537109375,0.009679794311523438,"[0.006012600470619108, 1]",6.413459777832031e-05,"[0.031450651586055756, 1.0]",0.007819890975952148
8,12,0,0.04,True,whitenoise,0.22777605056762695,0.0013020038604736328,"[0, 1]",0.0,"[0, 1]",0.0
9,12,0,0.045,True,whitenoise,0.2337028980255127,0.0013089179992675781,"[0, 1]",0.0,"[0, 1]",0.0
10,12,0,0.05,True,whitenoise,0.2305431365966797,0.0013158321380615234,"[0, 1]",0.0,"[0, 1]",0.0
