,image_id,gt_logit,eps,fake_iou,perturbation,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,19,0,0.0,False,whitenoise,0.2366931438446045,0.009869098663330078,"[0.8743133957690662, 0.8743133957690662]",6.29425048828125e-05,"[0.8743134140968323, 0.8743134]",0.008090019226074219
1,19,0,0.005,False,whitenoise,0.23653817176818848,0.009699821472167969,"[0.7654735376090446, 0.9886667381150537]",0.00012302398681640625,"[0.8117468953132629, 0.9271195]",0.007880926132202148
2,19,0,0.01,False,whitenoise,0.22857069969177246,0.009489059448242188,"[0.5713881313151884, 1]",6.389617919921875e-05,"[0.6846908926963806, 1.0]",0.0077478885650634766
3,19,0,0.015,False,whitenoise,0.23366212844848633,0.009788036346435547,"[0.34339583057497336, 1]",6.4849853515625e-05,"[0.5323546528816223, 1.0]",0.00776219367980957
4,19,0,0.02,False,whitenoise,0.24781179428100586,0.009708881378173828,"[0.16992752942873218, 1]",6.508827209472656e-05,"[0.3608775734901428, 1.0]",0.007925033569335938
5,19,0,0.025,False,whitenoise,0.2314600944519043,0.01014399528503418,"[0.07317971522309857, 1]",6.67572021484375e-05,"[0.22348377108573914, 1.0]",0.008273124694824219
6,19,0,0.03,False,whitenoise,0.26348280906677246,0.009680986404418945,"[0.02004353447417469, 1]",6.580352783203125e-05,"[0.09559252858161926, 1.0]",0.007886171340942383
7,19,0,0.035,True,whitenoise,0.2531771659851074,0.001508951187133789,"[0, 1]",0.0,"[0, 1]",0.0
8,19,0,0.04,True,whitenoise,0.2459421157836914,0.001377105712890625,"[0, 1]",0.0,"[0, 1]",0.0
9,19,0,0.045,True,whitenoise,0.27726101875305176,0.001592874526977539,"[0, 1]",0.0,"[0, 1]",0.0
10,19,0,0.05,True,whitenoise,0.2558159828186035,0.001600027084350586,"[0, 1]",0.0,"[0, 1]",0.0
