,image_id,gt_logit,eps,fake_iou,perturbation,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,5,0,0.0,False,whitenoise,0.253817081451416,0.009714841842651367,"[0.8384527049514447, 0.8384527049514447]",8.0108642578125e-05,"[0.8384526968002319, 0.8384527]",0.007822990417480469
1,5,0,0.005,False,whitenoise,0.23950505256652832,0.011171102523803711,"[0.7580159357702484, 0.9063629333528264]",7.796287536621094e-05,"[0.7877390384674072, 0.8699944]",0.008939027786254883
2,5,0,0.01,False,whitenoise,0.24125099182128906,0.00957489013671875,"[0.5967356946409609, 1]",6.604194641113281e-05,"[0.6862317323684692, 0.94415325]",0.00772404670715332
3,5,0,0.015,False,whitenoise,0.2313830852508545,0.009685039520263672,"[0.3845458375650825, 1]",6.222724914550781e-05,"[0.5391314029693604, 1.0]",0.007948875427246094
4,5,0,0.02,False,whitenoise,0.22935795783996582,0.009698152542114258,"[0.21422600851338722, 1]",6.413459777832031e-05,"[0.3865613639354706, 1.0]",0.007922887802124023
5,5,0,0.025,False,whitenoise,0.224700927734375,0.009500980377197266,"[0.10225496637061555, 1]",6.198883056640625e-05,"[0.26014599204063416, 1.0]",0.007753133773803711
6,5,0,0.03,False,whitenoise,0.22362995147705078,0.009556770324707031,"[0.03881642180657349, 1]",6.318092346191406e-05,"[0.15693144500255585, 1.0]",0.007786989212036133
7,5,0,0.035,False,whitenoise,0.24486613273620605,0.009716987609863281,"[0.007848329069115579, 1]",6.175041198730469e-05,"[0.04284614324569702, 1.0]",0.007982254028320312
8,5,0,0.04,True,whitenoise,0.25736308097839355,0.0013549327850341797,"[0, 1]",0.0,"[0, 1]",0.0
9,5,0,0.045,True,whitenoise,0.24196791648864746,0.0012989044189453125,"[0, 1]",0.0,"[0, 1]",0.0
10,5,0,0.05,True,whitenoise,0.24161696434020996,0.0015680789947509766,"[0, 1]",0.0,"[0, 1]",0.0
