,image_id,gt_logit,eps,fake_iou,perturbation,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,6,0,0.0,True,whitenoise,0.24411296844482422,0.009495973587036133,"[0, 1]",0.0,"[0, 1]",0.0
1,6,0,0.005,False,whitenoise,0.23946714401245117,0.011823892593383789,"[0.7207173624343206, 1]",7.43865966796875e-05,"[0.8064554333686829, 0.93193144]",0.009706974029541016
2,6,0,0.01,False,whitenoise,0.2754690647125244,0.009491920471191406,"[0.43917347171552573, 1]",6.198883056640625e-05,"[0.6650092601776123, 1.0]",0.007738828659057617
3,6,0,0.015,False,whitenoise,0.2572329044342041,0.01291203498840332,"[0.21420433180354456, 1]",7.915496826171875e-05,"[0.462103933095932, 1.0]",0.010723114013671875
4,6,0,0.02,False,whitenoise,0.2313997745513916,0.009458065032958984,"[0.08688456739511988, 1]",6.29425048828125e-05,"[0.27204716205596924, 1.0]",0.007715940475463867
5,6,0,0.025,False,whitenoise,0.21704506874084473,0.009316205978393555,"[0.02608657071730978, 1]",6.318092346191406e-05,"[0.11970392614603043, 1.0]",0.007590770721435547
6,6,0,0.03,False,whitenoise,0.21826791763305664,0.009504079818725586,"[0.00053760274734823, 1]",6.389617919921875e-05,"[0.0032515826169401407, 1.0]",0.0077512264251708984
7,6,0,0.035,True,whitenoise,0.21497392654418945,0.0013229846954345703,"[0, 1]",0.0,"[0, 1]",0.0
8,6,0,0.04,True,whitenoise,0.21643805503845215,0.0013980865478515625,"[0, 1]",0.0,"[0, 1]",0.0
9,6,0,0.045,True,whitenoise,0.2261209487915039,0.0013051033020019531,"[0, 1]",0.0,"[0, 1]",0.0
10,6,0,0.05,True,whitenoise,0.21207976341247559,0.001332998275756836,"[0, 1]",0.0,"[0, 1]",0.0
