,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,optim_box,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),200,0.01,True,brightness,"[[140.19952, 102.06899, 145.16553, 107.66215], [146.16112, 103.63117, 151.22467, 109.62674]]","[146.16112, 103.63117, 151.22467, 109.62674]","[140.19952, 102.06899, 145.16553, 107.66215]",[142.43137  101.800606 146.9281   107.60121 ],"[0, 127.76643, 0, 0]",6.22138786315918,0.0013859272003173828,"[0, 1]",0,"[0, 1]",0
1,backward (CROWN),200,0.015,True,brightness,"[[138.28021, 101.55112, 143.2105, 107.051414], [148.51672, 104.3867, 153.69487, 110.48084]]","[148.51672, 104.3867, 153.69487, 110.48084]","[138.28021, 101.55112, 143.2105, 107.051414]",[142.43137  101.800606 146.9281   107.60121 ],"[0, 127.76643, 0, 0]",7.505887031555176,0.0016210079193115234,"[0, 1]",0,"[0, 1]",0
2,backward (CROWN),200,0.017,True,brightness,"[[137.41264, 101.30664, 142.32816, 106.77063], [149.64406, 104.76001, 154.88693, 110.89409]]","[149.64406, 104.76001, 154.88693, 110.89409]","[137.41264, 101.30664, 142.32816, 106.77063]",[142.43137  101.800606 146.9281   107.60121 ],"[0, 127.76643, 0, 0]",8.346537113189697,0.0013980865478515625,"[0, 1]",0,"[0, 1]",0
