,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,optim_box,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),100,0.01,False,brightness,"[[126.40427, 95.063866, 139.22441, 103.68903], [131.38605, 96.82152, 143.69923, 105.408714]]","[131.38605, 96.82152, 143.69923, 105.408714]","[126.40427, 95.063866, 139.22441, 103.68903]",[128.        94.7432   140.23529  103.250755],"[131.38605, 143.69923, 96.82152, 105.408714]",6.467115879058838,0.013681173324584961,"[0.2166475000995446, 1]",7.486343383789062e-05,"[0.3720153868198395, 0.9151626]",0.009050130844116211
1,backward (CROWN),100,0.015,False,brightness,"[[124.66, 94.47632, 137.65092, 103.12784], [133.19922, 97.84296, 145.36485, 106.50693]]","[133.19922, 97.84296, 145.36485, 106.50693]","[124.66, 94.47632, 137.65092, 103.12784]",[128.        94.7432   140.23529  103.250755],"[133.19922, 137.65092, 97.84296, 106.50693]",8.273231983184814,0.013289928436279297,"[0.07136719928866474, 1]",7.390975952148438e-05,"[0.20300494134426117, 1.0]",0.008759021759033203
2,backward (CROWN),100,0.017,False,brightness,"[[123.716965, 94.21155, 136.8282, 102.87547], [134.04411, 98.36882, 146.14421, 107.06609]]","[134.04411, 98.36882, 146.14421, 107.06609]","[123.716965, 94.21155, 136.8282, 102.87547]",[128.        94.7432   140.23529  103.250755],"[134.04411, 136.8282, 98.36882, 107.06609]",8.603418827056885,0.013856172561645508,"[0.033032331095705816, 1]",7.605552673339844e-05,"[0.1184830367565155, 1.0]",0.00920414924621582
