,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,optim_box,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),78,0.01,False,brightness,"[[148.29698, 120.6569, 168.74663, 130.68127], [153.46599, 123.791046, 173.77538, 133.87881]]","[153.46599, 123.791046, 173.77538, 133.87881]","[148.29698, 120.6569, 168.74663, 130.68127]",[149.96078 120.55589 170.24837 130.5136 ],"[153.46599, 173.77538, 123.791046, 133.87881]",5.894467115402222,0.014287710189819336,"[0.23551775117913226, 1]",7.510185241699219e-05,"[0.38364654779434204, 0.97346425]",0.00943613052368164
1,backward (CROWN),78,0.015,False,brightness,"[[146.02803, 119.6946, 166.47218, 129.69717], [155.3899, 124.931435, 175.67577, 135.03888]]","[155.3899, 124.931435, 175.67577, 135.03888]","[146.02803, 119.6946, 166.47218, 129.69717]",[149.96078 120.55589 170.24837 130.5136 ],"[155.3899, 166.47218, 124.931435, 135.03888]",6.835992813110352,0.01235508918762207,"[0.08742440512176611, 1]",6.771087646484375e-05,"[0.24532482028007507, 1.0]",0.008007287979125977
2,backward (CROWN),78,0.017,False,brightness,"[[144.68573, 119.24884, 165.13538, 129.2396], [156.34348, 125.457016, 176.62808, 135.56735]]","[156.34348, 125.457016, 176.62808, 135.56735]","[144.68573, 119.24884, 165.13538, 129.2396]",[149.96078 120.55589 170.24837 130.5136 ],"[156.34348, 165.13538, 125.457016, 129.2396]",7.281673908233643,0.01271820068359375,"[0.04819623914811425, 1]",7.176399230957031e-05,"[0.16461946070194244, 1.0]",0.008317947387695312
