,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,optim_box,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),150,0.01,True,brightness,"[[140.04027, 104.706184, 146.74132, 112.72332], [147.94064, 109.595764, 154.16174, 117.6452]]","[147.94064, 109.595764, 154.16174, 117.6452]","[140.04027, 104.706184, 146.74132, 112.72332]",[143.47713  106.247734 149.54248  114.36858 ],"[0, 136.8282, 0, 0]",8.880980968475342,0.0016968250274658203,"[0, 1]",0,"[0, 1]",0
1,backward (CROWN),150,0.015,True,brightness,"[[135.80194, 102.79068, 142.88742, 110.83628], [151.63965, 112.15532, 157.96942, 120.33246]]","[151.63965, 112.15532, 157.96942, 120.33246]","[135.80194, 102.79068, 142.88742, 110.83628]",[143.47713  106.247734 149.54248  114.36858 ],"[0, 136.8282, 0, 0]",11.175573825836182,0.0016558170318603516,"[0, 1]",0,"[0, 1]",0
2,backward (CROWN),150,0.017,True,brightness,"[[132.91689, 101.80122, 140.1516, 109.73635], [153.71892, 113.60063, 160.32124, 121.99491]]","[153.71892, 113.60063, 160.32124, 121.99491]","[132.91689, 101.80122, 140.1516, 109.73635]",[143.47713  106.247734 149.54248  114.36858 ],"[0, 136.8282, 0, 0]",11.537922859191895,0.0017440319061279297,"[0, 1]",0,"[0, 1]",0
