,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,optim_box,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),23,0.01,False,brightness,"[[138.45216, 100.46334, 162.07063, 116.261696], [153.62105, 106.70528, 178.99316, 123.62875]]","[153.62105, 106.70528, 178.99316, 123.62875]","[138.45216, 100.46334, 162.07063, 116.261696]",[144.10457  102.47734  168.67973  118.912384],"[153.62105, 162.07063, 106.70528, 116.261696]",7.329020023345947,0.014436006546020508,"[0.06396902232445881, 1]",7.915496826171875e-05,"[0.19992324709892273, 1.0]",0.008846759796142578
1,backward (CROWN),23,0.015,True,brightness,"[[130.28763, 97.625725, 152.44456, 112.641815], [165.36754, 111.75705, 191.80365, 128.91667]]","[165.36754, 111.75705, 191.80365, 128.91667]","[130.28763, 97.625725, 152.44456, 112.641815]",[144.10457  102.47734  168.67973  118.912384],"[0, 162.07063, 0, 0]",10.708302974700928,0.0016758441925048828,"[0, 1]",0.0,"[0, 1]",0.0
2,backward (CROWN),23,0.017,True,brightness,"[[123.985596, 95.90771, 144.63918, 110.581635], [172.40219, 114.89092, 199.75087, 132.18112]]","[172.40219, 114.89092, 199.75087, 132.18112]","[123.985596, 95.90771, 144.63918, 110.581635]",[144.10457  102.47734  168.67973  118.912384],"[0, 162.07063, 0, 0]",11.761352777481079,0.0016639232635498047,"[0, 1]",0.0,"[0, 1]",0.0
