,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,optim_box,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),180,0.01,False,brightness,"[[95.77934, 119.08633, 103.217445, 124.84608], [100.267456, 123.18471, 107.37011, 129.25543]]","[100.267456, 123.18471, 107.37011, 129.25543]","[95.77934, 119.08633, 103.217445, 124.84608]",[ 96.732025 119.97583  103.947716 125.873116],"[100.267456, 103.217445, 123.18471, 124.84608]",6.659546136856079,0.013227701187133789,"[0.03151383384783116, 1]",7.605552673339844e-05,"[0.11517456918954849, 1.0]",0.008634805679321289
1,backward (CROWN),180,0.015,True,brightness,"[[94.17492, 117.823456, 101.69726, 123.55445], [102.599106, 124.68572, 109.61008, 130.82253]]","[102.599106, 124.68572, 109.61008, 130.82253]","[94.17492, 117.823456, 101.69726, 123.55445]",[ 96.732025 119.97583  103.947716 125.873116],"[0, 103.217445, 0, 0]",7.797233819961548,0.0016689300537109375,"[0, 1]",0.0,"[0, 1]",0.0
2,backward (CROWN),180,0.017,True,brightness,"[[93.38149, 117.228096, 100.98316, 122.97281], [103.77357, 125.37385, 110.75947, 131.54308]]","[103.77357, 125.37385, 110.75947, 131.54308]","[93.38149, 117.228096, 100.98316, 122.97281]",[ 96.732025 119.97583  103.947716 125.873116],"[0, 103.217445, 0, 0]",8.542418003082275,0.0015959739685058594,"[0, 1]",0.0,"[0, 1]",0.0
