,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,optim_box,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),89,0.01,False,brightness,"[[165.58705, 108.17298, 175.1332, 118.34931], [169.51967, 110.37202, 178.07724, 120.36202]]","[169.51967, 110.37202, 178.07724, 120.36202]","[165.58705, 108.17298, 175.1332, 118.34931]",[166.37909 107.60121 175.26797 117.65559],"[169.51967, 178.07724, 110.37202, 120.36202]",6.714580059051514,0.012665748596191406,"[0.20368995943894108, 1]",6.580352783203125e-05,"[0.31481218338012695, 0.8822586]",0.008317232131958008
1,backward (CROWN),89,0.015,False,brightness,"[[164.19325, 107.511734, 173.81998, 117.70534], [171.02539, 111.22528, 179.37715, 121.17989]]","[171.02539, 111.22528, 179.37715, 121.17989]","[164.19325, 107.511734, 173.81998, 117.70534]",[166.37909 107.60121 175.26797 117.65559],"[171.02539, 173.81998, 111.22528, 121.17989]",7.790670871734619,0.014583110809326172,"[0.06442304767793945, 1]",7.390975952148438e-05,"[0.18111099302768707, 0.995076]",0.009521722793579102
2,backward (CROWN),89,0.017,False,brightness,"[[163.51582, 107.20732, 173.15056, 117.393745], [171.70055, 111.6259, 179.98373, 121.56718]]","[171.70055, 111.6259, 179.98373, 121.56718]","[163.51582, 107.20732, 173.15056, 117.393745]",[166.37909 107.60121 175.26797 117.65559],"[171.70055, 173.15056, 111.6259, 121.56718]",7.391988039016724,0.014094829559326172,"[0.026342760593757772, 1]",7.295608520507812e-05,"[0.09199018031358719, 1.0]",0.009226083755493164
