,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,optim_box,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),56,0.01,False,brightness,"[[88.540405, 120.8376, 120.72186, 129.9728], [92.45105, 124.69751, 125.15612, 133.94585]]","[92.45105, 124.69751, 125.15612, 133.94585]","[88.540405, 120.8376, 120.72186, 129.9728]",[ 89.62092 121.23263 121.93464 130.32024],"[92.45105, 125.15612, 124.69751, 133.94585]",5.8399658203125,0.014259815216064453,"[0.23881501516775425, 1]",7.510185241699219e-05,"[0.38522258400917053, 1.0]",0.009640932083129883
1,backward (CROWN),56,0.015,False,brightness,"[[86.973175, 119.62157, 118.96824, 128.72165], [94.205185, 126.04728, 127.0339, 135.32701]]","[94.205185, 126.04728, 127.0339, 135.32701]","[86.973175, 119.62157, 118.96824, 128.72165]",[ 89.62092 121.23263 121.93464 130.32024],"[94.205185, 118.96824, 126.04728, 128.72165]",7.487112998962402,0.013688087463378906,"[0.07731209038557729, 1]",7.414817810058594e-05,"[0.22552208602428436, 1.0]",0.009027957916259766
2,backward (CROWN),56,0.017,False,brightness,"[[86.232376, 119.08835, 118.15101, 128.16733], [95.20612, 126.66959, 128.09496, 135.96559]]","[95.20612, 126.66959, 128.09496, 135.96559]","[86.232376, 119.08835, 118.15101, 128.16733]",[ 89.62092 121.23263 121.93464 130.32024],"[95.20612, 118.15101, 126.66959, 128.16733]",8.532754898071289,0.013767242431640625,"[0.03558173584432052, 1]",7.414817810058594e-05,"[0.1170264482498169, 1.0]",0.009041070938110352
