,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,optim_box,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),34,0.01,False,brightness,"[[148.95444, 82.40435, 175.15424, 95.6079], [151.51913, 83.475105, 177.71307, 96.58698]]","[151.51913, 83.475105, 177.71307, 96.58698]","[148.95444, 82.40435, 175.15424, 95.6079]",[149.22876  81.78852 175.26797  94.83988],"[151.51913, 177.71307, 83.475105, 96.58698]",6.181823015213013,0.013849020004272461,"[0.5606355972283309, 1]",7.796287536621094e-05,"[0.6528813242912292, 0.8998617]",0.009010076522827148
1,backward (CROWN),34,0.015,False,brightness,"[[147.889, 81.95879, 174.08127, 95.1912], [152.83023, 84.11178, 179.0304, 97.1839]]","[152.83023, 84.11178, 179.0304, 97.1839]","[147.889, 81.95879, 174.08127, 95.1912]",[149.22876  81.78852 175.26797  94.83988],"[152.83023, 179.0304, 84.11178, 97.1839]",8.018660068511963,0.014757156372070312,"[0.38905350820372886, 1]",7.390975952148438e-05,"[0.5450658798217773, 0.961083]",0.009657144546508789
2,backward (CROWN),34,0.017,False,brightness,"[[147.38196, 81.73048, 173.55627, 94.97978], [153.47668, 84.426186, 179.67111, 97.47661]]","[153.47668, 84.426186, 179.67111, 97.47661]","[147.38196, 81.73048, 173.55627, 94.97978]",[149.22876  81.78852 175.26797  94.83988],"[153.47668, 179.67111, 84.426186, 97.47661]",8.313441753387451,0.013427972793579102,"[0.32714542338770125, 1]",7.414817810058594e-05,"[0.4989973306655884, 0.9893945]",0.008814096450805664
