,image_id,eps,IoU_vanillaperturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension,IoU_extension_greedy,tmps_greedy
17,1,0.011764705882352941,whitenoise,0.24147987365722656,"[0.4920507741592523, 1]",6.198883056640625e-05,"[0.7086764574050903, 1.0]",0.007544994354248047,"[0.7086764574050903, 1.0]",0.014333009719848633
18,1,0.01568627450980392,whitenoise,0.23761487007141113,"[0.3454082713727564, 1]",6.079673767089844e-05,"[0.618026077747345, 1.0]",0.007575035095214844,"[0.618026077747345, 1.0]",0.014416217803955078
19,1,0.0196078431372549,whitenoise,0.2597239017486572,"[0.22584443210470956, 1]",6.29425048828125e-05,"[0.4863167405128479, 1.0]",0.00776982307434082,"[0.4863167405128479, 1.0]",0.01496434211730957
20,1,0.023529411764705882,whitenoise,0.23490095138549805,"[0.13029459842979266, 1]",6.198883056640625e-05,"[0.3579068183898926, 1.0]",0.007538795471191406,"[0.3579068183898926, 1.0]",0.014497995376586914
21,2,0.0,whitenoise,0.23606491088867188,"[0.8828249062436508, 0.8828249062436508]",6.222724914550781e-05,"[0.8828248977661133, 0.8828249]",0.0076177120208740234,"[0.8828248977661133, 0.8828248977661133]",0.014178991317749023
22,2,0.00392156862745098,whitenoise,0.22137713432312012,"[0.8152905902428432, 0.9617796439010933]",6.29425048828125e-05,"[0.8479773998260498, 0.9225161]",0.0076847076416015625,"[0.8479773998260498, 0.9225161075592041]",0.014183282852172852
23,2,0.00784313725490196,whitenoise,0.23898887634277344,"[0.6826069276533904, 1]",7.510185241699219e-05,"[0.7708995342254639, 0.9942563]",0.009196996688842773,"[0.7708995342254639, 0.994256317615509]",0.01522374153137207
24,2,0.011764705882352941,whitenoise,0.23629403114318848,"[0.49458379915715645, 1]",6.29425048828125e-05,"[0.6801370978355408, 1.0]",0.007646083831787109,"[0.6801370978355408, 1.0]",0.014562129974365234
25,2,0.01568627450980392,whitenoise,0.22659826278686523,"[0.3118709436366725, 1]",6.508827209472656e-05,"[0.5499547719955444, 1.0]",0.007831096649169922,"[0.5499547719955444, 1.0]",0.014998674392700195
26,2,0.0196078431372549,whitenoise,0.24280405044555664,"[0.19099512323366383, 1]",6.389617919921875e-05,"[0.407129168510437, 1.0]",0.0077402591705322266,"[0.407129168510437, 1.0]",0.015004873275756836
27,2,0.023529411764705882,whitenoise,0.2554659843444824,"[0.10497361024632376, 1]",6.318092346191406e-05,"[0.287299782037735, 1.0]",0.007791996002197266,"[0.287299782037735, 1.0]",0.015150785446166992
28,2,0.027450980392156862,whitenoise,0.2650430202484131,"[0.04927334664598786, 1]",7.677078247070312e-05,"[0.1889234483242035, 1.0]",0.009398937225341797,"[0.1889234483242035, 1.0]",0.016526222229003906
29,2,0.03137254901960784,whitenoise,0.2356710433959961,"[0.016692457768914926, 1]",6.389617919921875e-05,"[0.08328094333410263, 1.0]",0.007816076278686523,"[0.08328094333410263, 1.0]",0.015015125274658203
30,2,0.03529411764705882,whitenoise,0.22327876091003418,"[0.0024537285096032186, 1]",6.175041198730469e-05,"[0.014795507304370403, 1.0]",0.007611989974975586,"[0.014795507304370403, 1.0]",0.014492273330688477
31,4,0.0,whitenoise,0.23501300811767578,"[0.8274405773326297, 0.8274405773326297]",6.198883056640625e-05,"[0.8274405598640442, 0.82744056]",0.0074901580810546875,"[0.8274405598640442, 0.8274405598640442]",0.013805866241455078
32,4,0.00392156862745098,whitenoise,0.23140716552734375,"[0.7870632055168059, 0.8642814021861682]",6.079673767089844e-05,"[0.8049440383911133, 0.8444672]",0.0074689388275146484,"[0.8049440383911133, 0.8444672226905823]",0.013782024383544922
33,4,0.00784313725490196,whitenoise,0.315964937210083,"[0.710430189222445, 0.9380530973451326]",7.796287536621094e-05,"[0.7570021748542786, 0.8748273]",0.01182699203491211,"[0.7570021748542786, 0.8748273253440857]",0.01765298843383789
34,4,0.011764705882352941,whitenoise,0.29445624351501465,"[0.6168853345392228, 1]",7.772445678710938e-05,"[0.6986044645309448, 0.9439125]",0.009534120559692383,"[0.6986044645309448, 0.9439125061035156]",0.01661205291748047
35,4,0.01568627450980392,whitenoise,0.2576589584350586,"[0.5153386230344665, 1]",6.222724914550781e-05,"[0.638645589351654, 0.985376]",0.007524728775024414,"[0.638645589351654, 0.9853760004043579]",0.014307975769042969
36,4,0.0196078431372549,whitenoise,0.2664651870727539,"[0.4234641027132651, 1]",7.772445678710938e-05,"[0.5808170437812805, 1.0]",0.009018182754516602,"[0.5808170437812805, 1.0]",0.015334844589233398
37,4,0.023529411764705882,whitenoise,0.2493891716003418,"[0.3390096155056065, 1]",6.794929504394531e-05,"[0.5200689435005188, 1.0]",0.007593870162963867,"[0.5200689435005188, 1.0]",0.014748334884643555
38,4,0.027450980392156862,whitenoise,0.2647840976715088,"[0.31053813309174283, 1]",9.012222290039062e-05,"[0.4668571949005127, 0.99219966]",0.01120305061340332,"[0.4668571949005127, 0.9921996593475342]",0.01811814308166504
39,4,0.03137254901960784,whitenoise,0.28257179260253906,"[0.24898761221116583, 1]",7.486343383789062e-05,"[0.4153236448764801, 1.0]",0.009086132049560547,"[0.4153236448764801, 1.0]",0.015950679779052734
40,4,0.03529411764705882,whitenoise,0.27233195304870605,"[0.19844337552000932, 1]",7.510185241699219e-05,"[0.36693257093429565, 1.0]",0.00905609130859375,"[0.36693257093429565, 1.0]",0.01551508903503418
41,4,0.0392156862745098,whitenoise,0.2725980281829834,"[0.15082179534410045, 1]",6.4849853515625e-05,"[0.3163703978061676, 1.0]",0.0076792240142822266,"[0.3163703978061676, 1.0]",0.014800786972045898
42,4,0.043137254901960784,whitenoise,0.2313690185546875,"[0.11441370752493396, 1]",6.29425048828125e-05,"[0.2740471065044403, 1.0]",0.0074808597564697266,"[0.2740471065044403, 1.0]",0.014407157897949219
43,4,0.047058823529411764,whitenoise,0.22689414024353027,"[0.08353268296393934, 1]",6.29425048828125e-05,"[0.23511116206645966, 1.0]",0.007487058639526367,"[0.23511116206645966, 1.0]",0.01425313949584961
44,4,0.050980392156862744,whitenoise,0.25518798828125,"[0.059829583717297324, 1]",6.508827209472656e-05,"[0.1987486034631729, 1.0]",0.00780797004699707,"[0.1987486034631729, 1.0]",0.015171051025390625
45,4,0.054901960784313725,whitenoise,0.23087096214294434,"[0.0411634610216068, 1]",6.318092346191406e-05,"[0.15119007229804993, 1.0]",0.0075109004974365234,"[0.15119007229804993, 1.0]",0.014321088790893555
46,4,0.058823529411764705,whitenoise,0.23792815208435059,"[0.026211808598619254, 1]",6.29425048828125e-05,"[0.10479659587144852, 1.0]",0.007482051849365234,"[0.10479659587144852, 1.0]",0.014302968978881836
47,4,0.06274509803921569,whitenoise,0.23720216751098633,"[0.015155438322478091, 1]",6.389617919921875e-05,"[0.06585869193077087, 1.0]",0.007525920867919922,"[0.06585869193077087, 1.0]",0.014780998229980469
48,4,0.06666666666666667,whitenoise,0.2330160140991211,"[0.00765808904886782, 1]",6.341934204101562e-05,"[0.035972028970718384, 1.0]",0.0075016021728515625,"[0.035972028970718384, 1.0]",0.014215230941772461
49,4,0.07058823529411765,whitenoise,0.22687602043151855,"[0.00218279001420215, 1]",6.198883056640625e-05,"[0.011155922897160053, 1.0]",0.007422924041748047,"[0.011155922897160053, 1.0]",0.014160871505737305
50,5,0.0,whitenoise,0.30417394638061523,"[0.955369748441693, 0.955369748441693]",7.677078247070312e-05,"[0.955369770526886, 0.9553698]",0.009569168090820312,"[0.955369770526886, 0.955369770526886]",0.01677680015563965
51,5,0.00392156862745098,whitenoise,0.25240302085876465,"[0.8833650008969012, 1]",6.389617919921875e-05,"[0.9234015345573425, 0.9938267]",0.007486104965209961,"[0.9234015345573425, 0.993826687335968]",0.013969182968139648
52,5,0.00784313725490196,whitenoise,0.27147793769836426,"[0.7046560877016519, 1]",6.413459777832031e-05,"[0.8564875721931458, 1.0]",0.007729053497314453,"[0.8564875721931458, 1.0]",0.015075922012329102
53,5,0.011764705882352941,whitenoise,0.2284700870513916,"[0.4794798992196686, 1]",6.29425048828125e-05,"[0.7026721239089966, 1.0]",0.007524013519287109,"[0.7026721239089966, 1.0]",0.014419078826904297
54,5,0.01568627450980392,whitenoise,0.2573380470275879,"[0.2912168682724154, 1]",6.580352783203125e-05,"[0.5151898860931396, 1.0]",0.007590055465698242,"[0.5151898860931396, 1.0]",0.014842987060546875
55,5,0.0196078431372549,whitenoise,0.2644209861755371,"[0.15001858610565308, 1]",6.29425048828125e-05,"[0.351278692483902, 1.0]",0.007480144500732422,"[0.351278692483902, 1.0]",0.014610767364501953
56,5,0.023529411764705882,whitenoise,0.27465128898620605,"[0.06711173378094666, 1]",7.82012939453125e-05,"[0.21969518065452576, 1.0]",0.009584903717041016,"[0.21969518065452576, 1.0]",0.017679214477539062
57,8,0.0,whitenoise,0.2625548839569092,"[0.888774744963315, 0.888774744963315]",7.510185241699219e-05,"[0.8887747526168823, 0.88877475]",0.009387016296386719,"[0.8887747526168823, 0.8887747526168823]",0.014333009719848633
58,8,0.00392156862745098,whitenoise,0.2782449722290039,"[0.8369438032090483, 0.9452014251445765]",7.677078247070312e-05,"[0.8618314266204834, 0.91673774]",0.009044885635375977,"[0.8618314266204834, 0.9167377352714539]",0.015923023223876953
59,8,0.00784313725490196,whitenoise,0.27790403366088867,"[0.7251919436314407, 1]",7.605552673339844e-05,"[0.7987874150276184, 0.9743703]",0.0084381103515625,"[0.7987874150276184, 0.9743703007698059]",0.01397085189819336
60,8,0.011764705882352941,whitenoise,0.23103904724121094,"[0.5670832961177017, 1]",6.198883056640625e-05,"[0.7188599705696106, 0.9910135]",0.00739288330078125,"[0.7188599705696106, 0.9910135269165039]",0.014224052429199219
61,8,0.01568627450980392,whitenoise,0.2706770896911621,"[0.40643222778947824, 1]",7.772445678710938e-05,"[0.6281231045722961, 1.0]",0.008997201919555664,"[0.6281231045722961, 1.0]",0.015640974044799805
62,8,0.0196078431372549,whitenoise,0.24902701377868652,"[0.2831289775576083, 1]",6.699562072753906e-05,"[0.5187466144561768, 1.0]",0.007726192474365234,"[0.5187466144561768, 1.0]",0.014812946319580078
63,8,0.023529411764705882,whitenoise,0.261030912399292,"[0.18577841126055478, 1]",7.486343383789062e-05,"[0.40800154209136963, 1.0]",0.008374214172363281,"[0.40800154209136963, 1.0]",0.01452779769897461
64,8,0.027450980392156862,whitenoise,0.24488592147827148,"[0.1203233134935798, 1]",6.604194641113281e-05,"[0.3180520236492157, 1.0]",0.007859230041503906,"[0.3180520236492157, 1.0]",0.015390872955322266
65,9,0.0,whitenoise,0.2545957565307617,"[0.8816704776845855, 0.8816704776845855]",6.29425048828125e-05,"[0.8816704750061035, 0.8816705]",0.0074918270111083984,"[0.8816704750061035, 0.8816704750061035]",0.01415395736694336
66,9,0.00392156862745098,whitenoise,0.23171401023864746,"[0.806213497750482, 0.940843797991659]",6.198883056640625e-05,"[0.8311225771903992, 0.91470194]",0.007569074630737305,"[0.8311225771903992, 0.9147019386291504]",0.014294147491455078
67,9,0.00784313725490196,whitenoise,0.2875349521636963,"[0.6395485020169317, 1]",7.915496826171875e-05,"[0.737484335899353, 0.9566297]",0.009476900100708008,"[0.737484335899353, 0.9566296935081482]",0.01597309112548828
68,10,0.0,whitenoise,0.23517799377441406,"[0.8867836679835085, 0.8867836679835085]",6.29425048828125e-05,"[0.8867836594581604, 0.88678366]",0.007588863372802734,"[0.8867836594581604, 0.8867836594581604]",0.014204025268554688
69,10,0.00392156862745098,whitenoise,0.24481725692749023,"[0.8069848152861029, 0.9507037468441548]",6.29425048828125e-05,"[0.8350234627723694, 0.9167483]",0.007546901702880859,"[0.8350234627723694, 0.9167482852935791]",0.014142990112304688
70,10,0.00784313725490196,whitenoise,0.26612210273742676,"[0.6805867818786934, 1]",7.891654968261719e-05,"[0.7453604340553284, 0.9711704]",0.009346961975097656,"[0.7453604340553284, 0.9711704254150391]",0.015706777572631836
