,image_id,eps,IoU_vanillaperturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension,IoU_extension_greedy,tmps_greedy
1953,303,0.011764705882352941,whitenoise,0.24594902992248535,"[0.49492382218285, 1]",6.318092346191406e-05,"[0.6824026107788086, 1.0]",0.0076847076416015625,"[0.6824026107788086, 1.0]",0.015037059783935547
1954,304,0.00392156862745098,whitenoise,0.2650609016418457,"[0.8419048762243593, 1]",7.510185241699219e-05,"[0.9195156693458557, 0.9930214]",0.009282827377319336,"[0.9195156693458557, 0.9930214285850525]",0.015220880508422852
1955,304,0.00784313725490196,whitenoise,0.2579989433288574,"[0.6270991882128726, 1]",7.486343383789062e-05,"[0.8149003386497498, 1.0]",0.00906825065612793,"[0.8149003386497498, 1.0]",0.01514887809753418
1956,304,0.011764705882352941,whitenoise,0.24672889709472656,"[0.42419010128374746, 1]",6.413459777832031e-05,"[0.6523642539978027, 1.0]",0.007688999176025391,"[0.6523642539978027, 1.0]",0.01452493667602539
1957,304,0.01568627450980392,whitenoise,0.2557990550994873,"[0.25557668697277874, 1]",6.29425048828125e-05,"[0.4810245931148529, 1.0]",0.0074269771575927734,"[0.4810245931148529, 1.0]",0.014447212219238281
1958,304,0.0196078431372549,whitenoise,0.2490231990814209,"[0.14435820578461528, 1]",6.29425048828125e-05,"[0.3388628661632538, 1.0]",0.0074651241302490234,"[0.3388628661632538, 1.0]",0.014586925506591797
1959,304,0.023529411764705882,whitenoise,0.23757696151733398,"[0.07417261829635993, 1]",6.198883056640625e-05,"[0.22981277108192444, 1.0]",0.00745701789855957,"[0.22981277108192444, 1.0]",0.014601945877075195
1960,304,0.027450980392156862,whitenoise,0.2735600471496582,"[0.03177305395690962, 1]",7.605552673339844e-05,"[0.13604256510734558, 1.0]",0.008971929550170898,"[0.13604256510734558, 1.0]",0.015291213989257812
1961,304,0.03137254901960784,whitenoise,0.2438032627105713,"[0.009033532578826301, 1]",6.198883056640625e-05,"[0.04709992557764053, 1.0]",0.0075969696044921875,"[0.04709992557764053, 1.0]",0.014783143997192383
1962,304,0.03529411764705882,whitenoise,0.2530369758605957,"[8.693894032083059e-05, 1]",7.915496826171875e-05,"[0.0005467231967486441, 1.0]",0.009139060974121094,"[0.0005467231967486441, 1.0]",0.015731096267700195
1963,305,0.0,whitenoise,0.2703888416290283,"[0.9366315097262145, 0.9366315097262145]",7.677078247070312e-05,"[0.9366315007209778, 0.9366315]",0.009248018264770508,"[0.9366315007209778, 0.9366315007209778]",0.01720118522644043
1964,305,0.00392156862745098,whitenoise,0.2747931480407715,"[0.8916848727100299, 0.981881282184194]",7.510185241699219e-05,"[0.9121856689453125, 0.9590364]",0.009106874465942383,"[0.9121856689453125, 0.9590364098548889]",0.01474905014038086
1965,305,0.00784313725490196,whitenoise,0.2772963047027588,"[0.8081779206743641, 1]",7.390975952148438e-05,"[0.8712076544761658, 0.9927793]",0.009016036987304688,"[0.8712076544761658, 0.9927793145179749]",0.015372991561889648
1966,306,0.0,whitenoise,0.2791459560394287,"[0.9049449589111439, 0.9049449589111439]",7.390975952148438e-05,"[0.9049449563026428, 0.90494496]",0.009390115737915039,"[0.9049449563026428, 0.9049449563026428]",0.015748977661132812
1967,306,0.00392156862745098,whitenoise,0.2362806797027588,"[0.7990570838484357, 1]",6.389617919921875e-05,"[0.8727593421936035, 0.964701]",0.00763702392578125,"[0.8727593421936035, 0.9647009968757629]",0.014473915100097656
1968,306,0.00784313725490196,whitenoise,0.30176711082458496,"[0.5750250562545729, 1]",7.486343383789062e-05,"[0.7821548581123352, 1.0]",0.008824825286865234,"[0.7821548581123352, 1.0]",0.01507425308227539
1969,306,0.011764705882352941,whitenoise,0.23283982276916504,"[0.36591699730490584, 1]",6.198883056640625e-05,"[0.6363257169723511, 1.0]",0.007398843765258789,"[0.6363257169723511, 1.0]",0.014404296875
1970,306,0.01568627450980392,whitenoise,0.263232946395874,"[0.22051399776287864, 1]",7.605552673339844e-05,"[0.47341665625572205, 1.0]",0.009328842163085938,"[0.47341665625572205, 1.0]",0.016578197479248047
1971,307,0.00392156862745098,whitenoise,0.2835409641265869,"[0.839997273850668, 0.9640561826859244]",9.083747863769531e-05,"[0.8811858296394348, 0.9272186]",0.009041309356689453,"[0.8811858296394348, 0.9272186160087585]",0.015598058700561523
1972,307,0.00784313725490196,whitenoise,0.3110339641571045,"[0.7240962420711391, 1]",7.796287536621094e-05,"[0.8227960467338562, 0.9664874]",0.009329080581665039,"[0.8227960467338562, 0.9664874076843262]",0.01616501808166504
1973,307,0.011764705882352941,whitenoise,0.24394536018371582,"[0.5630436813792428, 1]",6.413459777832031e-05,"[0.7300437092781067, 1.0]",0.0074961185455322266,"[0.7300437092781067, 1.0]",0.014508724212646484
1974,307,0.01568627450980392,whitenoise,0.2679281234741211,"[0.3873098767604484, 1]",7.486343383789062e-05,"[0.6161614656448364, 1.0]",0.008959054946899414,"[0.6161614656448364, 1.0]",0.016044139862060547
1975,307,0.0196078431372549,whitenoise,0.25428199768066406,"[0.24202125087226065, 1]",8.320808410644531e-05,"[0.470344603061676, 1.0]",0.008206844329833984,"[0.470344603061676, 1.0]",0.014744043350219727
1976,307,0.023529411764705882,whitenoise,0.26083898544311523,"[0.14610611557167572, 1]",6.604194641113281e-05,"[0.3412826657295227, 1.0]",0.007693052291870117,"[0.3412826657295227, 1.0]",0.014777898788452148
1977,308,0.0,whitenoise,0.27075815200805664,"[0.9206073508035924, 0.9206073508035924]",7.104873657226562e-05,"[0.920607328414917, 0.9206073]",0.008793115615844727,"[0.920607328414917, 0.920607328414917]",0.014487981796264648
1978,308,0.00392156862745098,whitenoise,0.25327110290527344,"[0.8816366354969168, 0.9510195477702627]",7.700920104980469e-05,"[0.8985336422920227, 0.9340744]",0.009114980697631836,"[0.8985336422920227, 0.9340744018554688]",0.015119075775146484
1979,308,0.00784313725490196,whitenoise,0.27213382720947266,"[0.7765806020097181, 1]",7.295608520507812e-05,"[0.8373157978057861, 0.95497245]",0.008671045303344727,"[0.8373157978057861, 0.9549724459648132]",0.014289140701293945
1980,308,0.011764705882352941,whitenoise,0.2578771114349365,"[0.6560527371326649, 1]",7.414817810058594e-05,"[0.7561415433883667, 0.9809097]",0.00853586196899414,"[0.7561415433883667, 0.9809097051620483]",0.014395952224731445
1981,308,0.01568627450980392,whitenoise,0.25792407989501953,"[0.5084069606345565, 1]",6.198883056640625e-05,"[0.6565998792648315, 1.0]",0.007545948028564453,"[0.6565998792648315, 1.0]",0.014553070068359375
1982,308,0.0196078431372549,whitenoise,0.27701830863952637,"[0.369429888635275, 1]",7.295608520507812e-05,"[0.5438058376312256, 1.0]",0.008919954299926758,"[0.5438058376312256, 1.0]",0.01614689826965332
1983,308,0.023529411764705882,whitenoise,0.24891209602355957,"[0.25360012205720894, 1]",6.198883056640625e-05,"[0.4304695725440979, 1.0]",0.00746917724609375,"[0.4304695725440979, 1.0]",0.014512062072753906
1984,308,0.027450980392156862,whitenoise,0.23023080825805664,"[0.16593723946194233, 1]",6.103515625e-05,"[0.32375138998031616, 1.0]",0.00746607780456543,"[0.32375138998031616, 1.0]",0.014577865600585938
1985,308,0.03137254901960784,whitenoise,0.23874497413635254,"[0.10310289849686552, 1]",6.127357482910156e-05,"[0.23676641285419464, 1.0]",0.007373809814453125,"[0.23676641285419464, 1.0]",0.01447606086730957
1986,308,0.03529411764705882,whitenoise,0.24149727821350098,"[0.05637524233815197, 1]",6.389617919921875e-05,"[0.163776695728302, 1.0]",0.007611989974975586,"[0.163776695728302, 1.0]",0.014867067337036133
1987,308,0.0392156862745098,whitenoise,0.23138713836669922,"[0.02697236532099321, 1]",7.104873657226562e-05,"[0.10665209591388702, 1.0]",0.007611989974975586,"[0.10665209591388702, 1.0]",0.014834165573120117
1988,308,0.043137254901960784,whitenoise,0.24239516258239746,"[0.008928867039151023, 1]",7.581710815429688e-05,"[0.04472001641988754, 1.0]",0.009099006652832031,"[0.04472001641988754, 1.0]",0.015028238296508789
1989,308,0.047058823529411764,whitenoise,0.24293279647827148,"[0.0008158996595332782, 1]",7.414817810058594e-05,"[0.004719322547316551, 1.0]",0.008713006973266602,"[0.004719322547316551, 1.0]",0.014820098876953125
1990,309,0.00784313725490196,whitenoise,0.2900841236114502,"[0.7361094558713144, 1]",7.891654968261719e-05,"[0.8289423584938049, 0.9608061]",0.009919881820678711,"[0.8289423584938049, 0.9608060717582703]",0.016944169998168945
1991,309,0.011764705882352941,whitenoise,0.23905420303344727,"[0.5966171529494003, 1]",6.341934204101562e-05,"[0.7437542080879211, 0.981325]",0.007643222808837891,"[0.7437542080879211, 0.9813249707221985]",0.01462697982788086
1992,309,0.01568627450980392,whitenoise,0.26308202743530273,"[0.4503048003625704, 1]",7.796287536621094e-05,"[0.6406195759773254, 0.9984747]",0.009711027145385742,"[0.6406195759773254, 0.9984747171401978]",0.016180992126464844
1993,309,0.0196078431372549,whitenoise,0.26917004585266113,"[0.3283125234389871, 1]",7.200241088867188e-05,"[0.5355514883995056, 1.0]",0.008432865142822266,"[0.5355514883995056, 1.0]",0.014796018600463867
1994,309,0.023529411764705882,whitenoise,0.24566912651062012,"[0.23148058819206757, 1]",6.29425048828125e-05,"[0.4406152367591858, 1.0]",0.007555961608886719,"[0.4406152367591858, 1.0]",0.014586925506591797
1995,309,0.027450980392156862,whitenoise,0.26302313804626465,"[0.16172647668978252, 1]",7.510185241699219e-05,"[0.3616523742675781, 1.0]",0.009285688400268555,"[0.3616523742675781, 1.0]",0.016399145126342773
1996,309,0.03137254901960784,whitenoise,0.2592611312866211,"[0.106889868055027, 1]",6.604194641113281e-05,"[0.2871796488761902, 1.0]",0.007647037506103516,"[0.2871796488761902, 1.0]",0.014570951461791992
1997,309,0.03529411764705882,whitenoise,0.24184012413024902,"[0.059846232545315375, 1]",6.604194641113281e-05,"[0.21316953003406525, 1.0]",0.007694721221923828,"[0.21316953003406525, 1.0]",0.014742136001586914
1998,309,0.0392156862745098,whitenoise,0.2543959617614746,"[0.03065865905653138, 1]",6.29425048828125e-05,"[0.12996456027030945, 1.0]",0.007539987564086914,"[0.12996456027030945, 1.0]",0.01467275619506836
1999,309,0.043137254901960784,whitenoise,0.2354898452758789,"[0.012526648769334722, 1]",6.29425048828125e-05,"[0.06172066926956177, 1.0]",0.007412910461425781,"[0.06172066926956177, 1.0]",0.014429092407226562
2000,309,0.047058823529411764,whitenoise,0.24366068840026855,"[0.0032573338328132345, 1]",6.127357482910156e-05,"[0.018419232219457626, 1.0]",0.007406949996948242,"[0.018419232219457626, 1.0]",0.014410972595214844
2001,310,0.0,whitenoise,0.21740508079528809,"[0.858391254005018, 0.858391254005018]",5.984306335449219e-05,"[0.8583912253379822, 0.8583912]",0.007116079330444336,"[0.8583912253379822, 0.8583912253379822]",0.011767148971557617
2002,310,0.00392156862745098,whitenoise,0.20260000228881836,"[0.7959697488242532, 0.9277357183452782]",6.079673767089844e-05,"[0.8331464529037476, 0.88938326]",0.007145881652832031,"[0.8331464529037476, 0.8893832564353943]",0.011926889419555664
2003,310,0.00784313725490196,whitenoise,0.23653316497802734,"[0.6791406220533567, 1]",6.389617919921875e-05,"[0.7835828065872192, 0.9594098]",0.007642269134521484,"[0.7835828065872192, 0.959409773349762]",0.01584601402282715
2004,310,0.011764705882352941,whitenoise,0.22991585731506348,"[0.5131692617576566, 1]",6.29425048828125e-05,"[0.7129470705986023, 1.0]",0.007360935211181641,"[0.7129470705986023, 1.0]",0.012549877166748047
2005,310,0.01568627450980392,whitenoise,0.21369600296020508,"[0.3674921519686498, 1]",6.198883056640625e-05,"[0.6384149193763733, 1.0]",0.0074310302734375,"[0.6384149193763733, 1.0]",0.01302790641784668
2006,310,0.0196078431372549,whitenoise,0.211777925491333,"[0.22896996156745714, 1]",6.103515625e-05,"[0.5099258422851562, 1.0]",0.007429838180541992,"[0.5099258422851562, 1.0]",0.01332712173461914
2007,310,0.023529411764705882,whitenoise,0.2132706642150879,"[0.12456226397333245, 1]",6.198883056640625e-05,"[0.3502545654773712, 1.0]",0.0074710845947265625,"[0.3502545654773712, 1.0]",0.012552022933959961
2008,311,0.0,whitenoise,0.2530331611633301,"[0.8678619039977249, 0.8678619039977249]",8.96453857421875e-05,"[0.8678619265556335, 0.8678619]",0.00875711441040039,"[0.8678619265556335, 0.8678619265556335]",0.01446390151977539
2009,311,0.00392156862745098,whitenoise,0.2581629753112793,"[0.799847869499316, 0.9509695820696796]",7.295608520507812e-05,"[0.8356994390487671, 0.9098237]",0.008807897567749023,"[0.8356994390487671, 0.9098237156867981]",0.014448165893554688
2010,311,0.00784313725490196,whitenoise,0.24504971504211426,"[0.6485398903610151, 1]",6.699562072753906e-05,"[0.7730605602264404, 0.96101886]",0.00768733024597168,"[0.7730605602264404, 0.9610188603401184]",0.014191865921020508
2011,311,0.011764705882352941,whitenoise,0.2529919147491455,"[0.4729272077011781, 1]",6.914138793945312e-05,"[0.6729815602302551, 0.9824946]",0.008216142654418945,"[0.6729815602302551, 0.982494592666626]",0.014230012893676758
2012,311,0.01568627450980392,whitenoise,0.26908326148986816,"[0.3183615265806999, 1]",7.510185241699219e-05,"[0.5550279021263123, 1.0]",0.008777856826782227,"[0.5550279021263123, 1.0]",0.014754772186279297
2013,311,0.0196078431372549,whitenoise,0.27831387519836426,"[0.20368482755172812, 1]",7.295608520507812e-05,"[0.43165746331214905, 1.0]",0.008804082870483398,"[0.43165746331214905, 1.0]",0.014885902404785156
2014,311,0.023529411764705882,whitenoise,0.3046848773956299,"[0.11913044753338925, 1]",7.510185241699219e-05,"[0.317405641078949, 1.0]",0.009009122848510742,"[0.317405641078949, 1.0]",0.015606164932250977
2015,311,0.027450980392156862,whitenoise,0.2511410713195801,"[0.060443899952035765, 1]",7.104873657226562e-05,"[0.2157171666622162, 1.0]",0.008024930953979492,"[0.2157171666622162, 1.0]",0.01455998420715332
2016,311,0.03137254901960784,whitenoise,0.24873805046081543,"[0.02386735342816778, 1]",7.009506225585938e-05,"[0.10527531057596207, 1.0]",0.008369922637939453,"[0.10527531057596207, 1.0]",0.015092849731445312
2017,311,0.03529411764705882,whitenoise,0.2743990421295166,"[0.004365802211326745, 1]",7.796287536621094e-05,"[0.02362234517931938, 1.0]",0.009328126907348633,"[0.02362234517931938, 1.0]",0.01647472381591797
2018,312,0.0,whitenoise,0.2526681423187256,"[0.9030265593315167, 0.9030265593315167]",7.510185241699219e-05,"[0.9030265808105469, 0.9030266]",0.00880885124206543,"[0.9030265808105469, 0.9030265808105469]",0.014260053634643555
2019,312,0.00392156862745098,whitenoise,0.24333810806274414,"[0.8490828476713028, 0.9662731175470065]",6.389617919921875e-05,"[0.8766583204269409, 0.9344759]",0.007738828659057617,"[0.8766583204269409, 0.9344758987426758]",0.013983964920043945
2020,312,0.00784313725490196,whitenoise,0.2766420841217041,"[0.7225991645172091, 1]",7.724761962890625e-05,"[0.8255539536476135, 0.9665113]",0.009044885635375977,"[0.8255539536476135, 0.9665113091468811]",0.014918088912963867
2021,313,0.0,whitenoise,0.3090810775756836,"[0.8913597084897643, 0.8913597084897643]",7.390975952148438e-05,"[0.8913596868515015, 0.8913597]",0.008714914321899414,"[0.8913596868515015, 0.8913596868515015]",0.014990091323852539
2022,313,0.00392156862745098,whitenoise,0.2561192512512207,"[0.8236585770480469, 0.965922268608069]",6.198883056640625e-05,"[0.8589523434638977, 0.9267201]",0.0074520111083984375,"[0.8589523434638977, 0.9267200827598572]",0.014516115188598633
2023,313,0.00784313725490196,whitenoise,0.25063490867614746,"[0.6856660122357549, 1]",6.103515625e-05,"[0.7931602597236633, 0.9827508]",0.0075778961181640625,"[0.7931602597236633, 0.9827507734298706]",0.013453006744384766
2024,313,0.011764705882352941,whitenoise,0.25946784019470215,"[0.5233604746595124, 1]",6.222724914550781e-05,"[0.7098218202590942, 1.0]",0.007751941680908203,"[0.7098218202590942, 1.0]",0.014805793762207031
2025,314,0.0,whitenoise,0.22397828102111816,"[0.8749393891885834, 0.8749393891885834]",6.198883056640625e-05,"[0.8749393820762634, 0.8749394]",0.007484912872314453,"[0.8749393820762634, 0.8749393820762634]",0.012279033660888672
2026,314,0.00392156862745098,whitenoise,0.24668002128601074,"[0.8042910666365839, 0.9642175102078533]",6.389617919921875e-05,"[0.8414138555526733, 0.91897905]",0.007650136947631836,"[0.8414138555526733, 0.9189790487289429]",0.014197111129760742
2027,314,0.00784313725490196,whitenoise,0.2728140354156494,"[0.6371146957453208, 1]",7.605552673339844e-05,"[0.7786684036254883, 1.0]",0.008449077606201172,"[0.7786684036254883, 1.0]",0.014809846878051758
2028,314,0.011764705882352941,whitenoise,0.22927093505859375,"[0.4202874216764484, 1]",6.198883056640625e-05,"[0.6867708563804626, 1.0]",0.007442951202392578,"[0.6867708563804626, 1.0]",0.014378070831298828
2029,314,0.01568627450980392,whitenoise,0.22726702690124512,"[0.2544013298866122, 1]",6.198883056640625e-05,"[0.547860324382782, 1.0]",0.007442951202392578,"[0.547860324382782, 1.0]",0.014471054077148438
2030,314,0.0196078431372549,whitenoise,0.25815892219543457,"[0.14000228315901372, 1]",8.0108642578125e-05,"[0.3871540427207947, 1.0]",0.00875091552734375,"[0.3871540427207947, 1.0]",0.015136957168579102
2031,315,0.0,whitenoise,0.26038193702697754,"[0.8711790839244389, 0.8711790839244389]",6.389617919921875e-05,"[0.8711791038513184, 0.8711791]",0.007844924926757812,"[0.8711791038513184, 0.8711791038513184]",0.014548063278198242
2032,315,0.00392156862745098,whitenoise,0.2339179515838623,"[0.8192643950762818, 0.9433518661560758]",6.29425048828125e-05,"[0.8504533171653748, 0.9070416]",0.007581949234008789,"[0.8504533171653748, 0.907041609287262]",0.014264106750488281
2033,315,0.00784313725490196,whitenoise,0.3243260383605957,"[0.7100447863605749, 1]",7.200241088867188e-05,"[0.8162895441055298, 0.97543675]",0.008794784545898438,"[0.8162895441055298, 0.9754367470741272]",0.014531135559082031
2034,315,0.011764705882352941,whitenoise,0.23357892036437988,"[0.5527779319348569, 1]",6.198883056640625e-05,"[0.767052948474884, 1.0]",0.007394075393676758,"[0.767052948474884, 1.0]",0.01446390151977539
2035,316,0.0,whitenoise,0.24376130104064941,"[0.8854828595792797, 0.8854828595792797]",6.103515625e-05,"[0.8854828476905823, 0.88548285]",0.0074460506439208984,"[0.8854828476905823, 0.8854828476905823]",0.013911724090576172
2036,316,0.00392156862745098,whitenoise,0.2214810848236084,"[0.7954169694064236, 0.9484016047790089]",6.198883056640625e-05,"[0.825619637966156, 0.91144025]",0.007661104202270508,"[0.825619637966156, 0.9114402532577515]",0.014375925064086914
2037,316,0.00784313725490196,whitenoise,0.2731010913848877,"[0.6459393754130847, 1]",7.796287536621094e-05,"[0.7151955962181091, 0.9593381]",0.009432792663574219,"[0.7151955962181091, 0.9593381285667419]",0.016349315643310547
2038,316,0.011764705882352941,whitenoise,0.25064921379089355,"[0.47252605466930847, 1]",6.198883056640625e-05,"[0.5770668387413025, 1.0]",0.007401943206787109,"[0.5770668387413025, 1.0]",0.014435291290283203
2039,316,0.01568627450980392,whitenoise,0.26679491996765137,"[0.2956367484092228, 1]",8.20159912109375e-05,"[0.4379907548427582, 1.0]",0.00919795036315918,"[0.4379907548427582, 1.0]",0.016173124313354492
2040,316,0.0196078431372549,whitenoise,0.2873420715332031,"[0.17239662710957934, 1]",7.677078247070312e-05,"[0.3163492679595947, 1.0]",0.008881092071533203,"[0.3163492679595947, 1.0]",0.015253067016601562
2041,316,0.023529411764705882,whitenoise,0.2483217716217041,"[0.09330462982699594, 1]",6.604194641113281e-05,"[0.21843771636486053, 1.0]",0.00773310661315918,"[0.21843771636486053, 1.0]",0.015039920806884766
2042,316,0.027450980392156862,whitenoise,0.2355818748474121,"[0.04563070764396684, 1]",6.604194641113281e-05,"[0.14568661153316498, 1.0]",0.007476091384887695,"[0.14568661153316498, 1.0]",0.014678955078125
2043,317,0.0,whitenoise,0.26288700103759766,"[0.8245804012539657, 0.8245804012539657]",7.295608520507812e-05,"[0.8245804309844971, 0.82458043]",0.009361982345581055,"[0.8245804309844971, 0.8245804309844971]",0.015092134475708008
2044,317,0.00392156862745098,whitenoise,0.28199195861816406,"[0.7367792143635048, 0.9290621636842324]",7.390975952148438e-05,"[0.77824467420578, 0.8756229]",0.009428024291992188,"[0.77824467420578, 0.8756229281425476]",0.015655994415283203
2045,317,0.00784313725490196,whitenoise,0.2838289737701416,"[0.6005702764951547, 1]",7.605552673339844e-05,"[0.6989076137542725, 0.94299775]",0.009560108184814453,"[0.6989076137542725, 0.9429977536201477]",0.016319990158081055
2046,318,0.0,whitenoise,0.27376890182495117,"[0.9236926926494373, 0.9236926926494373]",7.295608520507812e-05,"[0.9236927032470703, 0.9236927]",0.00877690315246582,"[0.9236927032470703, 0.9236927032470703]",0.014333009719848633
2047,318,0.00392156862745098,whitenoise,0.2457139492034912,"[0.7972215683896936, 1]",7.200241088867188e-05,"[0.8769482970237732, 0.99525154]",0.008725881576538086,"[0.8769482970237732, 0.9952515363693237]",0.014644145965576172
2048,318,0.00784313725490196,whitenoise,0.3169119358062744,"[0.5742499356881808, 1]",7.510185241699219e-05,"[0.795857310295105, 1.0]",0.009123802185058594,"[0.795857310295105, 1.0]",0.01570916175842285
2049,319,0.0,whitenoise,0.2827770709991455,"[0.9338743127578716, 0.9338743127578716]",7.82012939453125e-05,"[0.9338743090629578, 0.9338743]",0.009091854095458984,"[0.9338743090629578, 0.9338743090629578]",0.014696121215820312
2050,319,0.00392156862745098,whitenoise,0.26555299758911133,"[0.8575037114566253, 0.9938851604680237]",7.200241088867188e-05,"[0.9017719030380249, 0.9591483]",0.008056163787841797,"[0.9017719030380249, 0.9591482877731323]",0.014044761657714844
2051,319,0.00784313725490196,whitenoise,0.27274084091186523,"[0.6858563952240245, 1]",7.295608520507812e-05,"[0.8165674209594727, 0.991948]",0.009228944778442383,"[0.8165674209594727, 0.9919480085372925]",0.015290975570678711
2052,319,0.011764705882352941,whitenoise,0.2460181713104248,"[0.473384638237514, 1]",6.318092346191406e-05,"[0.6754304766654968, 1.0]",0.007612705230712891,"[0.6754304766654968, 1.0]",0.014502286911010742
2053,320,0.0,whitenoise,0.26342296600341797,"[0.8558034604009833, 0.8558034604009833]",7.295608520507812e-05,"[0.8558034896850586, 0.8558035]",0.00888514518737793,"[0.8558034896850586, 0.8558034896850586]",0.014395952224731445
2054,320,0.00392156862745098,whitenoise,0.2912750244140625,"[0.7829018185327572, 0.9092778513339168]",7.390975952148438e-05,"[0.826257050037384, 0.880207]",0.009044408798217773,"[0.826257050037384, 0.8802070021629333]",0.01551675796508789
2055,320,0.00784313725490196,whitenoise,0.2544832229614258,"[0.6068804953354484, 1]",6.198883056640625e-05,"[0.7186300158500671, 0.89976346]",0.0075609683990478516,"[0.7186300158500671, 0.8997634649276733]",0.014406681060791016
2056,320,0.011764705882352941,whitenoise,0.24671196937561035,"[0.43422280418822784, 1]",7.43865966796875e-05,"[0.580446720123291, 0.9303947]",0.008785724639892578,"[0.580446720123291, 0.93039470911026]",0.014413118362426758
2057,321,0.0,whitenoise,0.2393629550933838,"[0.8616706907576356, 0.8616706907576356]",6.198883056640625e-05,"[0.8616706728935242, 0.8616707]",0.0075681209564208984,"[0.8616706728935242, 0.8616706728935242]",0.014185428619384766
2058,321,0.00392156862745098,whitenoise,0.22475910186767578,"[0.7980760225945837, 0.929320749476782]",6.198883056640625e-05,"[0.8254702091217041, 0.8967574]",0.007441043853759766,"[0.8254702091217041, 0.8967574238777161]",0.013921022415161133
2059,321,0.00784313725490196,whitenoise,0.2855973243713379,"[0.6484124573513033, 1]",7.486343383789062e-05,"[0.7237226366996765, 0.94382167]",0.009387016296386719,"[0.7237226366996765, 0.9438216686248779]",0.018406152725219727
2060,321,0.011764705882352941,whitenoise,0.2695779800415039,"[0.47861010587647346, 1]",7.295608520507812e-05,"[0.5891655683517456, 0.9910269]",0.008762121200561523,"[0.5891655683517456, 0.9910268783569336]",0.01557779312133789
2061,321,0.01568627450980392,whitenoise,0.29981303215026855,"[0.3081209547363603, 1]",7.605552673339844e-05,"[0.44522735476493835, 1.0]",0.009302854537963867,"[0.44522735476493835, 1.0]",0.018925905227661133
2062,321,0.0196078431372549,whitenoise,0.2683908939361572,"[0.17379921644424395, 1]",6.222724914550781e-05,"[0.3091135323047638, 1.0]",0.008562088012695312,"[0.3091135323047638, 1.0]",0.015242815017700195
2063,321,0.023529411764705882,whitenoise,0.31009793281555176,"[0.08827539159481498, 1]",8.726119995117188e-05,"[0.20213346183300018, 1.0]",0.011072874069213867,"[0.20213346183300018, 1.0]",0.01779317855834961
2064,322,0.0,whitenoise,0.24216294288635254,"[0.9177119411936392, 0.9177119411936392]",6.127357482910156e-05,"[0.9177119135856628, 0.9177119]",0.007428884506225586,"[0.9177119135856628, 0.9177119135856628]",0.013756275177001953
2065,322,0.00392156862745098,whitenoise,0.2373969554901123,"[0.855824421070281, 1]",6.198883056640625e-05,"[0.8923529982566833, 0.9630023]",0.007479190826416016,"[0.8923529982566833, 0.9630023241043091]",0.01401376724243164
2066,322,0.00784313725490196,whitenoise,0.28212928771972656,"[0.712884311915469, 1]",8.296966552734375e-05,"[0.8565735220909119, 1.0]",0.009855985641479492,"[0.8565735220909119, 1.0]",0.018584012985229492
2067,322,0.011764705882352941,whitenoise,0.25229692459106445,"[0.534374380535209, 1]",6.29425048828125e-05,"[0.7727282643318176, 1.0]",0.007668972015380859,"[0.7727282643318176, 1.0]",0.014997005462646484
2068,322,0.01568627450980392,whitenoise,0.2580082416534424,"[0.39121935655141166, 1]",6.175041198730469e-05,"[0.6649150252342224, 1.0]",0.007706165313720703,"[0.6649150252342224, 1.0]",0.015874862670898438
2069,322,0.0196078431372549,whitenoise,0.25990819931030273,"[0.261132932726669, 1]",7.772445678710938e-05,"[0.5223236680030823, 1.0]",0.009086370468139648,"[0.5223236680030823, 1.0]",0.015921831130981445
2070,322,0.023529411764705882,whitenoise,0.27295398712158203,"[0.17230236958723746, 1]",7.104873657226562e-05,"[0.39679020643234253, 1.0]",0.008616924285888672,"[0.39679020643234253, 1.0]",0.015932798385620117
2071,322,0.027450980392156862,whitenoise,0.24089479446411133,"[0.09659398331346364, 1]",6.127357482910156e-05,"[0.2832290232181549, 1.0]",0.007498979568481445,"[0.2832290232181549, 1.0]",0.014435768127441406
2072,322,0.03137254901960784,whitenoise,0.2940788269042969,"[0.049674524086984605, 1]",7.510185241699219e-05,"[0.18646201491355896, 1.0]",0.009741067886352539,"[0.18646201491355896, 1.0]",0.016499042510986328
2073,322,0.03529411764705882,whitenoise,0.23735785484313965,"[0.021675816511058273, 1]",6.389617919921875e-05,"[0.09704023599624634, 1.0]",0.007700920104980469,"[0.09704023599624634, 1.0]",0.014956235885620117
2074,323,0.0,whitenoise,0.23461222648620605,"[0.8978153388575247, 0.8978153388575247]",6.198883056640625e-05,"[0.8978153467178345, 0.89781535]",0.007544040679931641,"[0.8978153467178345, 0.8978153467178345]",0.014087915420532227
2075,323,0.00392156862745098,whitenoise,0.25103211402893066,"[0.8556604933426594, 0.9322418907866572]",6.29425048828125e-05,"[0.8672366142272949, 0.919415]",0.0076541900634765625,"[0.8672366142272949, 0.9194149971008301]",0.014338970184326172
2076,323,0.00784313725490196,whitenoise,0.2597799301147461,"[0.7190399571457224, 1]",7.82012939453125e-05,"[0.7856045365333557, 0.9503137]",0.00942087173461914,"[0.7856045365333557, 0.9503136873245239]",0.01727604866027832
2077,323,0.011764705882352941,whitenoise,0.23888206481933594,"[0.5439706609134538, 1]",6.29425048828125e-05,"[0.6834156513214111, 0.98800856]",0.00750732421875,"[0.6834156513214111, 0.9880085587501526]",0.014700651168823242
