,method,image_id,eps,eps_contrast,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,24,0.0,0.0,False,whitenoise,"[[128.32579, 123.74937, 145.94495, 138.38602], [128.32579, 123.74937, 145.94495, 138.38602]]",0.5215756893157959,0.020514726638793945,"[0.8135334253858819, 0.8135334253858819]",0.0001232624053955078,"[0.8135334253311157, 0.8135334]",0.016753673553466797
1,IBP,24,0.0,0.0,False,brightness,"[[128.32579, 123.74937, 145.94495, 138.38602], [128.32579, 123.74937, 145.94495, 138.38602]]",0.5215756893157959,0.03985238075256348,"[0.8135334253858819, 0.8135334253858819]",0.00011134147644042969,"[0.8135334253311157, 0.8135334]",0.016322612762451172
2,IBP,24,0.0,0.0,False,contrast,"[[128.32579, 123.74937, 145.94495, 138.38602], [128.32579, 123.74937, 145.94495, 138.38602]]",0.5215756893157959,0.05919027328491211,"[0.8135334253858819, 0.8135334253858819]",0.00011134147644042969,"[0.8135334253311157, 0.8135334]",0.01632070541381836
3,IBP,24,2e-05,0.01,False,whitenoise,"[[126.03284, 121.97567, 143.58066, 136.46222], [130.61868, 125.523155, 148.30875, 140.30981]]",0.5171153545379639,0.020502328872680664,"[0.26783675677345853, 1]",0.00012445449829101562,"[0.5051623582839966, 1.0]",0.016769886016845703
4,IBP,24,2e-05,0.01,False,brightness,"[[126.03284, 121.97567, 143.58066, 136.46222], [130.61868, 125.523155, 148.30875, 140.30981]]",0.5171153545379639,0.03986978530883789,"[0.26783675677345853, 1]",0.00011134147644042969,"[0.5051623582839966, 1.0]",0.01637101173400879
5,IBP,24,2e-05,0.01,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5171153545379639,0.04213356971740723,"[0, 1]",0.0,"[0, 1]",0.0
6,IBP,24,4e-05,0.02,False,whitenoise,"[[123.74004, 120.20327, 141.21625, 134.53983], [132.90958, 127.29652, 150.6702, 142.23315]]",0.5183207988739014,0.020462512969970703,"[0.075599153752434, 1]",0.00012350082397460938,"[0.22896747291088104, 1.0]",0.016759872436523438
7,IBP,24,4e-05,0.02,False,brightness,"[[123.74004, 120.20327, 141.21625, 134.53983], [132.90958, 127.29652, 150.6702, 142.23315]]",0.5183207988739014,0.0398256778717041,"[0.075599153752434, 1]",0.00011301040649414062,"[0.22896747291088104, 1.0]",0.016346216201782227
8,IBP,24,4e-05,0.02,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5183207988739014,0.04207730293273926,"[0, 1]",0.0,"[0, 1]",0.0
9,IBP,24,6.000000000000001e-05,0.03,False,whitenoise,"[[121.443535, 118.42919, 138.84778, 132.61557], [135.20358, 129.07367, 153.03458, 144.16046]]",0.5167922973632812,0.0205996036529541,"[0.012145274107114142, 1]",0.00012612342834472656,"[0.049118805676698685, 1.0]",0.016855478286743164
10,IBP,24,6.000000000000001e-05,0.03,False,brightness,"[[121.443535, 118.42919, 138.84778, 132.61557], [135.20358, 129.07367, 153.03458, 144.16046]]",0.5167922973632812,0.04000043869018555,"[0.012145274107114142, 1]",0.00011301040649414062,"[0.049118805676698685, 1.0]",0.01636981964111328
11,IBP,24,6.000000000000001e-05,0.03,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5167922973632812,0.04225516319274902,"[0, 1]",0.0,"[0, 1]",0.0
12,IBP,24,8e-05,0.04,True,whitenoise,"[[119.149574, 116.659355, 136.48187, 130.69588], [137.49252, 130.8491, 155.39359, 146.08577]]",0.5152783393859863,0.0028607845306396484,"[0, 1]",0.0,"[0, 1]",0.0
13,IBP,24,8e-05,0.04,True,brightness,"[[119.149574, 116.659355, 136.48187, 130.69588], [137.49252, 130.8491, 155.39359, 146.08577]]",0.5152783393859863,0.0049974918365478516,"[0, 1]",0.0,"[0, 1]",0.0
14,IBP,24,8e-05,0.04,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5152783393859863,0.0072023868560791016,"[0, 1]",0.0,"[0, 1]",0.0
15,IBP,24,0.0001,0.05,True,whitenoise,"[[116.85316, 114.81732, 134.11322, 128.69055], [139.91315, 132.62671, 157.84476, 148.0134]]",0.5163002014160156,0.002872467041015625,"[0, 1]",0.0,"[0, 1]",0.0
16,IBP,24,0.0001,0.05,True,brightness,"[[116.85316, 114.81732, 134.11322, 128.69055], [139.91315, 132.62671, 157.84476, 148.0134]]",0.5163002014160156,0.005010366439819336,"[0, 1]",0.0,"[0, 1]",0.0
17,IBP,24,0.0001,0.05,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5163002014160156,0.007220745086669922,"[0, 1]",0.0,"[0, 1]",0.0
18,IBP,24,0.00012000000000000002,0.06,True,whitenoise,"[[114.564545, 112.9674, 131.7522, 126.6749], [142.354, 134.40004, 160.30762, 149.93622]]",0.5157577991485596,0.002842426300048828,"[0, 1]",0.0,"[0, 1]",0.0
19,IBP,24,0.00012000000000000002,0.06,True,brightness,"[[114.564545, 112.9674, 131.7522, 126.6749], [142.354, 134.40004, 160.30762, 149.93622]]",0.5157577991485596,0.00496983528137207,"[0, 1]",0.0,"[0, 1]",0.0
20,IBP,24,0.00012000000000000002,0.06,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5157577991485596,0.007193803787231445,"[0, 1]",0.0,"[0, 1]",0.0
21,IBP,24,0.00014000000000000001,0.07,True,whitenoise,"[[112.28112, 111.12321, 129.39594, 124.66538], [144.78778, 136.16925, 162.7627, 151.85452]]",0.5145359039306641,0.0028667449951171875,"[0, 1]",0.0,"[0, 1]",0.0
