,0,1
0,1,73.21165895462036
1,2,73.5104513168335
2,3,76.49417018890381
3,4,74.40840768814087
4,5,73.0668797492981
5,6,73.47264075279236
6,7,71.75063490867615
7,8,74.60499215126038
8,9,74.93577861785889
9,10,71.0891056060791
10,11,72.86394810676575
11,12,70.45227670669556
12,13,71.61748933792114
13,14,72.24900984764099
14,15,71.63756394386292
15,16,75.45277190208435
16,17,73.21339631080627
17,18,78.21389961242676
18,19,76.64803171157837
19,20,76.92837738990784
20,21,73.37913227081299
21,22,70.36057734489441
22,23,70.26450300216675
23,24,73.85426235198975
24,25,73.77427768707275
25,26,75.05476403236389
26,27,73.9480209350586
27,28,71.62295269966125
28,29,74.51338052749634
29,30,71.99868273735046
30,31,74.6258111000061
31,32,73.14955520629883
32,33,75.65387201309204
33,34,78.20688343048096
34,35,76.48845839500427
35,36,77.84651947021484
36,37,80.438640832901
37,38,77.6254026889801
38,39,79.42719674110413
39,40,80.6045572757721
40,41,78.75488018989563
41,42,79.95018529891968
42,43,78.32018375396729
43,44,81.67459893226624
44,45,80.28094267845154
45,46,79.35796594619751
46,47,77.62175869941711
47,48,77.43538427352905
48,49,79.09631395339966
49,50,79.77769494056702
50,51,80.03474187850952
51,52,78.50305080413818
52,53,81.99252343177795
53,54,83.84555959701538
54,55,80.13510346412659
55,56,80.33565306663513
56,57,81.81086897850037
57,58,83.82376194000244
58,59,80.38893699645996
59,60,80.23217606544495
60,61,79.32390999794006
61,62,80.02486538887024
62,63,78.20581340789795
63,64,79.75610089302063
64,65,80.90798163414001
65,66,81.47268438339233
66,67,79.19054412841797
67,68,85.34158635139465
68,69,80.3997392654419
69,70,79.29262709617615
70,71,79.0275387763977
71,72,81.12868666648865
72,73,79.30872416496277
73,74,79.51877570152283
74,75,82.2760272026062
75,76,84.16144967079163
76,77,82.99274444580078
77,78,78.67083168029785
78,79,82.35151314735413
79,80,79.51562333106995
80,81,81.21225142478943
81,82,78.74201369285583
82,83,84.33054280281067
83,84,81.59760069847107
84,85,81.03983449935913
85,86,82.63144254684448
86,87,81.61499786376953
87,88,81.77414345741272
88,89,81.64325261116028
89,90,80.39871501922607
90,91,83.44131326675415
91,92,80.57566356658936
92,93,83.7243881225586
93,94,80.06263995170593
94,95,78.37038540840149
95,96,81.27784013748169
96,97,81.68840217590332
97,98,80.94592666625977
98,99,78.43906855583191
99,100,80.27628517150879
