,method,image_id,eps,eps_contrast,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,34,0.0,0.0,False,whitenoise,"[[150.16512, 82.87277, 176.35132, 96.03238], [150.16512, 82.87277, 176.35132, 96.03238]]",0.5861434936523438,0.021263599395751953,"[0.782235456123121, 0.782235456123121]",0.0001308917999267578,"[0.7822354435920715, 0.78223544]",0.0170745849609375
1,IBP,34,0.0,0.0,False,brightness,"[[150.16512, 82.87277, 176.35132, 96.03238], [150.16512, 82.87277, 176.35132, 96.03238]]",0.5861434936523438,0.04071617126464844,"[0.782235456123121, 0.782235456123121]",0.00012683868408203125,"[0.7822354435920715, 0.78223544]",0.016415119171142578
2,IBP,34,0.0,0.0,False,contrast,"[[150.16512, 82.87277, 176.35132, 96.03238], [150.16512, 82.87277, 176.35132, 96.03238]]",0.5861434936523438,0.06007242202758789,"[0.782235456123121, 0.782235456123121]",0.000110626220703125,"[0.7822354435920715, 0.78223544]",0.016357898712158203
3,IBP,34,2e-05,0.01,False,whitenoise,"[[148.3577, 81.594185, 174.56453, 94.68547], [151.97318, 84.15154, 178.13866, 97.37947]]",0.5441646575927734,0.02059626579284668,"[0.41606144337804446, 1]",0.00012350082397460938,"[0.5697811841964722, 1.0]",0.016866207122802734
4,IBP,34,2e-05,0.01,False,brightness,"[[148.3577, 81.594185, 174.56453, 94.68547], [151.97318, 84.15154, 178.13866, 97.37947]]",0.5441646575927734,0.04000258445739746,"[0.41606144337804446, 1]",0.00011110305786132812,"[0.5697811841964722, 1.0]",0.01641559600830078
5,IBP,34,2e-05,0.01,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5441646575927734,0.04224276542663574,"[0, 1]",0.0,"[0, 1]",0.0
6,IBP,34,4e-05,0.02,False,whitenoise,"[[146.55266, 80.3174, 172.78009, 93.340485], [153.77943, 85.42911, 179.9242, 98.72528]]",0.5273563861846924,0.020511627197265625,"[0.18700752649741217, 1]",0.0001239776611328125,"[0.4167426824569702, 1.0]",0.016797542572021484
7,IBP,34,4e-05,0.02,False,brightness,"[[146.55266, 80.3174, 172.78009, 93.340485], [153.77943, 85.42911, 179.9242, 98.72528]]",0.5273563861846924,0.03987884521484375,"[0.18700752649741217, 1]",0.00011277198791503906,"[0.4167426824569702, 1.0]",0.016376256942749023
8,IBP,34,4e-05,0.02,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5273563861846924,0.04214787483215332,"[0, 1]",0.0,"[0, 1]",0.0
9,IBP,34,6.000000000000001e-05,0.03,False,whitenoise,"[[144.76369, 79.0584, 170.99303, 91.99627], [155.58696, 86.708046, 181.68684, 100.07246]]",0.5165145397186279,0.02050042152404785,"[0.07877033439570882, 1]",0.0001373291015625,"[0.23972748219966888, 1.0]",0.016780853271484375
10,IBP,34,6.000000000000001e-05,0.03,False,brightness,"[[144.76369, 79.0584, 170.99303, 91.99627], [155.58696, 86.708046, 181.68684, 100.07246]]",0.5165145397186279,0.039839982986450195,"[0.07877033439570882, 1]",0.00011157989501953125,"[0.23972748219966888, 1.0]",0.016361236572265625
11,IBP,34,6.000000000000001e-05,0.03,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5165145397186279,0.04207587242126465,"[0, 1]",0.0,"[0, 1]",0.0
12,IBP,34,8e-05,0.04,False,whitenoise,"[[142.99461, 77.8011, 169.2091, 90.62326], [157.41234, 87.98537, 183.45163, 101.41792]]",0.5148370265960693,0.020565032958984375,"[0.02461536966255171, 1]",0.00012493133544921875,"[0.09156650304794312, 1.0]",0.016811847686767578
13,IBP,34,8e-05,0.04,False,brightness,"[[142.99461, 77.8011, 169.2091, 90.62326], [157.41234, 87.98537, 183.45163, 101.41792]]",0.5148370265960693,0.03994441032409668,"[0.02461536966255171, 1]",0.00011181831359863281,"[0.09156650304794312, 1.0]",0.016370534896850586
14,IBP,34,8e-05,0.04,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5148370265960693,0.04217982292175293,"[0, 1]",0.0,"[0, 1]",0.0
15,IBP,34,0.0001,0.05,True,whitenoise,"[[141.22351, 76.54014, 167.42316, 89.24814], [159.24133, 89.264305, 185.22, 102.76511]]",0.5111916065216064,0.002877473831176758,"[0, 1]",0.0,"[0, 1]",0.0
16,IBP,34,0.0001,0.05,True,brightness,"[[141.22351, 76.54014, 167.42316, 89.24814], [159.24133, 89.264305, 185.22, 102.76511]]",0.5111916065216064,0.005003213882446289,"[0, 1]",0.0,"[0, 1]",0.0
17,IBP,34,0.0001,0.05,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5111916065216064,0.007224559783935547,"[0, 1]",0.0,"[0, 1]",0.0
18,IBP,34,0.00012000000000000002,0.06,True,whitenoise,"[[139.45328, 75.18587, 165.63806, 87.857544], [161.11264, 90.54248, 187.03375, 104.11145]]",0.5055830478668213,0.0028657913208007812,"[0, 1]",0.0,"[0, 1]",0.0
19,IBP,34,0.00012000000000000002,0.06,True,brightness,"[[139.45328, 75.18587, 165.63806, 87.857544], [161.11264, 90.54248, 187.03375, 104.11145]]",0.5055830478668213,0.005009889602661133,"[0, 1]",0.0,"[0, 1]",0.0
20,IBP,34,0.00012000000000000002,0.06,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5055830478668213,0.007211208343505859,"[0, 1]",0.0,"[0, 1]",0.0
21,IBP,34,0.00014000000000000001,0.07,True,whitenoise,"[[137.68037, 73.82966, 163.85028, 86.464966], [162.98732, 91.82316, 188.85083, 105.46045]]",0.5083529949188232,0.0028982162475585938,"[0, 1]",0.0,"[0, 1]",0.0
22,IBP,34,0.00014000000000000001,0.07,True,brightness,"[[137.68037, 73.82966, 163.85028, 86.464966], [162.98732, 91.82316, 188.85083, 105.46045]]",0.5083529949188232,0.0050313472747802734,"[0, 1]",0.0,"[0, 1]",0.0
23,IBP,34,0.00014000000000000001,0.07,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5083529949188232,0.0072743892669677734,"[0, 1]",0.0,"[0, 1]",0.0
24,IBP,34,0.00016,0.08,True,whitenoise,"[[135.95772, 72.44296, 162.06781, 85.073524], [164.88081, 93.07593, 190.6666, 106.7983]]",0.5084164142608643,0.0028913021087646484,"[0, 1]",0.0,"[0, 1]",0.0
25,IBP,34,0.00016,0.08,True,brightness,"[[135.95772, 72.44296, 162.06781, 85.073524], [164.88081, 93.07593, 190.6666, 106.7983]]",0.5084164142608643,0.005036115646362305,"[0, 1]",0.0,"[0, 1]",0.0
26,IBP,34,0.00016,0.08,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5084164142608643,0.0073125362396240234,"[0, 1]",0.0,"[0, 1]",0.0
27,IBP,34,0.00018,0.09,True,whitenoise,"[[134.2829, 71.06804, 160.3117, 83.679276], [166.78165, 94.30986, 192.48602, 108.083115]]",0.5057988166809082,0.0028395652770996094,"[0, 1]",0.0,"[0, 1]",0.0
28,IBP,34,0.00018,0.09,True,brightness,"[[134.2829, 71.06804, 160.3117, 83.679276], [166.78165, 94.30986, 192.48602, 108.083115]]",0.5057988166809082,0.004977703094482422,"[0, 1]",0.0,"[0, 1]",0.0
29,IBP,34,0.00018,0.09,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5057988166809082,0.0071811676025390625,"[0, 1]",0.0,"[0, 1]",0.0
30,IBP,34,0.0002,0.1,True,whitenoise,"[[132.59576, 69.7222, 158.54967, 82.289], [168.66763, 95.56279, 194.31898, 109.3638]]",0.5240881443023682,0.0028655529022216797,"[0, 1]",0.0,"[0, 1]",0.0
31,IBP,34,0.0002,0.1,True,brightness,"[[132.59576, 69.7222, 158.54967, 82.289], [168.66763, 95.56279, 194.31898, 109.3638]]",0.5240881443023682,0.0050029754638671875,"[0, 1]",0.0,"[0, 1]",0.0
32,IBP,34,0.0002,0.1,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5240881443023682,0.007204532623291016,"[0, 1]",0.0,"[0, 1]",0.0
33,IBP+backward (CROWN-IBP),34,0.0,0.0,False,whitenoise,"[[150.16515, 82.87274, 176.35133, 96.0323], [150.16515, 82.87274, 176.35133, 96.0323]]",0.9172427654266357,0.023837804794311523,"[0.7822402982679996, 0.7822402982679996]",0.0001373291015625,"[0.7822402715682983, 0.7822403]",0.019728422164916992
34,IBP+backward (CROWN-IBP),34,0.0,0.0,False,brightness,"[[150.16515, 82.87274, 176.35133, 96.0323], [150.16515, 82.87274, 176.35133, 96.0323]]",0.9172427654266357,0.043498992919921875,"[0.7822402982679996, 0.7822402982679996]",0.00011777877807617188,"[0.7822402715682983, 0.7822403]",0.016412019729614258
35,IBP+backward (CROWN-IBP),34,0.0,0.0,False,contrast,"[[150.16515, 82.87274, 176.35133, 96.0323], [150.16515, 82.87274, 176.35133, 96.0323]]",0.9172427654266357,0.06289219856262207,"[0.7822402982679996, 0.7822402982679996]",0.00011110305786132812,"[0.7822402715682983, 0.7822403]",0.01637411117553711
36,IBP+backward (CROWN-IBP),34,2e-05,0.01,False,whitenoise,"[[150.09769, 82.844345, 176.28464, 96.00395], [150.23285, 82.901184, 176.41827, 96.06076]]",0.8884196281433105,0.020539045333862305,"[0.7686939736477327, 0.7960919740559257]",0.00012159347534179688,"[0.7752229571342468, 0.78930867]",0.016822338104248047
37,IBP+backward (CROWN-IBP),34,2e-05,0.01,False,brightness,"[[150.16345, 82.87204, 176.34967, 96.031685], [150.16711, 82.87351, 176.35327, 96.03304]]",0.8884196281433105,0.04003286361694336,"[0.7818669975975366, 0.7825874820609848]",0.00011110305786132812,"[0.7820436954498291, 0.78241074]",0.016414403915405273
38,IBP+backward (CROWN-IBP),34,2e-05,0.01,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.8884196281433105,0.04228639602661133,"[0, 1]",0.0,"[0, 1]",0.0
39,IBP+backward (CROWN-IBP),34,4e-05,0.02,False,whitenoise,"[[150.02963, 82.8157, 176.21735, 95.97539], [150.30153, 82.930244, 176.48608, 96.08971]]",0.8943872451782227,0.020438432693481445,"[0.7552693698584944, 0.8104384407204175]",0.00012159347534179688,"[0.7681638598442078, 0.7965127]",0.016752958297729492
