,method,image_id,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),30,0.0,False,brightness,"[[119.11037, 98.240265, 143.38649, 111.98105], [119.11037, 98.240265, 143.38649, 111.98105]]",0.3809659481048584,0.010583639144897461,"[0.8392623048679575, 0.8392623048679575]",7.319450378417969e-05,"[0.8392623066902161, 0.8392623]",0.008494853973388672
1,backward (CROWN),30,0.002,False,brightness,"[[118.95566, 98.04519, 143.10591, 111.74488], [119.24988, 98.43671, 143.65248, 112.219765]]",3.008545160293579,0.010226964950561523,"[0.7727993520768764, 0.9148393476047229]",7.390975952148438e-05,"[0.801278293132782, 0.8802717]",0.008166074752807617
2,backward (CROWN),30,0.004,False,brightness,"[[118.73009, 97.83127, 142.74608, 111.486206], [119.43986, 98.660164, 143.97374, 112.49023]]",4.1788599491119385,0.010729074478149414,"[0.6974995200476695, 1]",7.510185241699219e-05,"[0.7591821551322937, 0.92834836]",0.008606910705566406
3,backward (CROWN),30,0.006,False,brightness,"[[118.448586, 97.600746, 142.3178, 111.206024], [119.695274, 98.915504, 144.36206, 112.79629]]",5.5166871547698975,0.011016845703125,"[0.6075103075050735, 1]",7.605552673339844e-05,"[0.7128068804740906, 0.9731658]",0.008856773376464844
4,backward (CROWN),30,0.008,False,brightness,"[[118.11379, 97.34849, 141.82971, 110.89995], [120.02357, 99.212814, 144.83322, 113.149]]",6.180917024612427,0.01079702377319336,"[0.5078456087578187, 1]",7.390975952148438e-05,"[0.6618503928184509, 1.0]",0.008665800094604492
5,backward (CROWN),30,0.01,False,brightness,"[[117.72823, 97.06474, 141.27298, 110.5525], [120.42029, 99.54518, 145.37903, 113.541565]]",7.275935173034668,0.010093927383422852,"[0.4094664840938556, 1]",6.794929504394531e-05,"[0.6087231636047363, 1.0]",0.008148193359375
6,backward (CROWN),30,0.012,False,brightness,"[[117.28239, 96.740715, 140.64536, 110.153755], [121.01007, 99.91781, 146.1259, 113.98585]]",8.13195013999939,0.011168956756591797,"[0.3185580025248983, 1]",7.700920104980469e-05,"[0.5491051077842712, 1.0]",0.00899505615234375
7,backward (CROWN),30,0.014,False,brightness,"[[116.76262, 96.36513, 139.91681, 109.69211], [121.842445, 100.33251, 147.11629, 114.48641]]",8.801729917526245,0.009848833084106445,"[0.23647473267064525, 1]",6.604194641113281e-05,"[0.48413583636283875, 1.0]",0.007961273193359375
8,backward (CROWN),30,0.016,False,brightness,"[[116.195595, 95.96513, 139.12747, 109.19633], [122.757614, 100.78073, 148.18797, 115.021]]",10.322788000106812,0.011076688766479492,"[0.17084032207767044, 1]",7.414817810058594e-05,"[0.4118461608886719, 1.0]",0.00894784927368164
9,backward (CROWN),30,0.018000000000000002,False,brightness,"[[115.54454, 95.50616, 138.23499, 108.62653], [123.77462, 101.26755, 149.36243, 115.59671]]",11.627510070800781,0.012328147888183594,"[0.11725950172202193, 1]",8.082389831542969e-05,"[0.31812843680381775, 1.0]",0.010058164596557617
10,backward (CROWN),30,0.02,False,brightness,"[[114.8214, 94.99378, 137.2508, 108.002754], [125.23985, 101.84173, 151.03256, 116.291245]]",12.63297700881958,0.012537002563476562,"[0.0717256503640439, 1]",8.106231689453125e-05,"[0.2212255597114563, 1.0]",0.010279178619384766
