,method,image_id,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),12,0.0,False,brightness,"[[102.23519, 112.37963, 122.281425, 131.31543], [102.23519, 112.37963, 122.281425, 131.31543]]",0.3844578266143799,0.009373903274536133,"[0.8783433152528989, 0.8783433152528989]",6.222724914550781e-05,"[0.8783433437347412, 0.87834334]",0.0075719356536865234
1,backward (CROWN),12,0.002,False,brightness,"[[101.77134, 112.11644, 121.74263, 131.00482], [102.698975, 112.645805, 122.81896, 131.62785]]",3.0239500999450684,0.012274026870727539,"[0.7553729925335526, 1]",7.915496826171875e-05,"[0.81328946352005, 0.94571733]",0.01001596450805664
2,backward (CROWN),12,0.004,False,brightness,"[[101.23114, 111.830696, 121.11517, 130.66278], [103.25112, 112.943695, 123.44991, 131.97275]]",4.34825587272644,0.010224103927612305,"[0.6112942696665078, 1]",8.392333984375e-05,"[0.7451581358909607, 0.97838324]",0.008087158203125
3,backward (CROWN),12,0.006,False,brightness,"[[100.605194, 111.5225, 120.39624, 130.29366], [104.09511, 113.28629, 124.392395, 132.37257]]",5.574670791625977,0.009932994842529297,"[0.45971559760048125, 1]",6.604194641113281e-05,"[0.6614412069320679, 0.9971674]",0.008059024810791016
4,backward (CROWN),12,0.008,False,brightness,"[[99.87196, 111.19442, 119.56547, 129.89948], [105.49457, 113.73919, 125.89864, 132.90959]]",6.492578029632568,0.010682106018066406,"[0.31488960386608333, 1]",7.224082946777344e-05,"[0.5513074398040771, 1.0]",0.008564949035644531
5,backward (CROWN),12,0.01,False,brightness,"[[98.92205, 110.80392, 118.50938, 129.42365], [107.40427, 114.420364, 127.87134, 133.71114]]",7.35799503326416,0.009691953659057617,"[0.1891448080686412, 1]",7.987022399902344e-05,"[0.4280537962913513, 1.0]",0.0077669620513916016
6,backward (CROWN),12,0.012,False,brightness,"[[97.615486, 110.27402, 117.091736, 128.7851], [109.86186, 115.40942, 130.29199, 134.82434]]",7.68863582611084,0.010618925094604492,"[0.08873145083437153, 1]",7.510185241699219e-05,"[0.2516109347343445, 1.0]",0.008517026901245117
7,backward (CROWN),12,0.014,False,brightness,"[[95.83381, 109.62634, 115.14088, 127.97552], [112.83796, 116.61748, 133.41179, 136.15132]]",8.23932409286499,0.011358976364135742,"[0.01930464163924918, 1]",7.796287536621094e-05,"[0.06805573403835297, 1.0]",0.009127140045166016
8,backward (CROWN),12,0.016,True,brightness,"[[93.05709, 108.81025, 112.02375, 126.92412], [116.454796, 118.13462, 137.37982, 137.8326]]",9.770968914031982,0.0017249584197998047,"[0, 1]",0.0,"[0, 1]",0.0
9,backward (CROWN),12,0.018000000000000002,True,brightness,"[[88.66765, 107.72445, 107.14278, 125.52111], [121.173706, 120.285576, 142.41675, 140.14426]]",10.631137132644653,0.0016608238220214844,"[0, 1]",0.0,"[0, 1]",0.0
10,backward (CROWN),12,0.02,True,brightness,"[[83.20609, 106.38746, 101.08342, 123.807045], [127.679535, 122.99053, 149.10484, 143.02988]]",11.522754907608032,0.0015940666198730469,"[0, 1]",0.0,"[0, 1]",0.0
