,method,image_id,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),35,0.0,False,brightness,"[[128.36774, 122.2548, 143.40475, 136.20944], [128.36774, 122.2548, 143.40475, 136.20944]]",0.42183375358581543,0.010248184204101562,"[0.7363982122504477, 0.7363982122504477]",6.818771362304688e-05,"[0.7363982200622559, 0.7363982]",0.008281707763671875
1,backward (CROWN),35,0.002,False,brightness,"[[128.23381, 122.05327, 143.29237, 135.99252], [128.49799, 122.45799, 143.51137, 136.42809]]",3.0982940196990967,0.011229991912841797,"[0.6776457268826327, 0.8025329010591669]",7.605552673339844e-05,"[0.7049416303634644, 0.76968426]",0.00908803939819336
2,backward (CROWN),35,0.004,False,brightness,"[[128.04228, 121.83298, 143.1172, 135.75368], [128.69633, 122.68985, 143.68773, 136.67763]]",4.443437099456787,0.011317014694213867,"[0.6116195430221056, 0.8964990194989602]",8.678436279296875e-05,"[0.6666383147239685, 0.81305236]",0.00912928581237793
3,backward (CROWN),35,0.006,False,brightness,"[[127.7762, 121.58814, 142.86061, 135.484], [128.95563, 122.96059, 143.9257, 136.97139]]",5.691041707992554,0.011612176895141602,"[0.5411827041253776, 1]",7.724761962890625e-05,"[0.6224669814109802, 0.87122786]",0.009454727172851562
4,backward (CROWN),35,0.008,False,brightness,"[[127.42938, 121.31881, 142.51204, 135.18423], [129.28941, 123.26738, 144.24225, 137.3071]]",6.851941108703613,0.011247873306274414,"[0.46797235914626517, 1]",7.510185241699219e-05,"[0.5731545686721802, 0.93794554]",0.009115934371948242
5,backward (CROWN),35,0.01,False,brightness,"[[126.99396, 121.03264, 142.0712, 134.86458], [129.69151, 123.61056, 144.63354, 137.6816]]",7.524240970611572,0.010514020919799805,"[0.3797075177154068, 1]",7.104873657226562e-05,"[0.5208519697189331, 0.97974634]",0.008520126342773438
6,backward (CROWN),35,0.012,False,brightness,"[[126.479774, 120.72464, 141.54778, 134.51154], [130.18886, 124.00003, 145.1261, 138.10007]]",8.245644092559814,0.011538028717041016,"[0.2892612464147103, 1]",7.605552673339844e-05,"[0.465079128742218, 1.0]",0.009376049041748047
7,backward (CROWN),35,0.014,False,brightness,"[[125.909294, 120.39605, 140.96169, 134.13252], [130.7675, 124.43328, 145.70091, 138.56697]]",8.973032236099243,0.010660886764526367,"[0.21084931771260812, 1]",6.985664367675781e-05,"[0.4086112380027771, 1.0]",0.008656024932861328
8,backward (CROWN),35,0.016,False,brightness,"[[125.20313, 120.02663, 140.24306, 133.70316], [131.43027, 124.90364, 146.3633, 139.07114]]",9.930962800979614,0.011779308319091797,"[0.14532452964724443, 1]",8.0108642578125e-05,"[0.3531321883201599, 1.0]",0.009407997131347656
9,backward (CROWN),35,0.018000000000000002,False,brightness,"[[124.41835, 119.590904, 139.42747, 133.19937], [132.21208, 125.4196, 147.14037, 139.62708]]",11.873192071914673,0.012868881225585938,"[0.09243028892949327, 1]",8.559226989746094e-05,"[0.26963597536087036, 1.0]",0.010390996932983398
10,backward (CROWN),35,0.02,False,brightness,"[[123.56224, 119.11282, 138.54466, 132.64452], [133.1011, 125.9918, 148.01974, 140.23772]]",12.919815301895142,0.011722087860107422,"[0.05258894063347713, 1]",7.796287536621094e-05,"[0.17395342886447906, 1.0]",0.009524822235107422
