,method,image_id,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),39,0.0,False,brightness,"[[145.66359, 93.69246, 163.2143, 106.66592], [145.66359, 93.69246, 163.2143, 106.66592]]",0.40120601654052734,0.010957002639770508,"[0.7555713446409439, 0.7555713446409439]",7.319450378417969e-05,"[0.7555713653564453, 0.75557137]",0.008888006210327148
1,backward (CROWN),39,0.002,False,brightness,"[[145.21254, 93.46684, 162.78978, 106.40769], [146.12694, 93.92567, 163.64899, 106.93088]]",4.086301803588867,0.010582923889160156,"[0.6453985115781474, 0.8907433121527678]",7.104873657226562e-05,"[0.6945570707321167, 0.8209013]",0.008530139923095703
2,backward (CROWN),39,0.004,False,brightness,"[[144.69855, 93.210266, 162.30038, 106.11951], [146.65463, 94.19666, 164.14757, 107.234024]]",5.008265018463135,0.011038064956665039,"[0.5437060242661039, 1]",7.605552673339844e-05,"[0.6312047839164734, 0.8966631]",0.008913278579711914
3,backward (CROWN),39,0.006,False,brightness,"[[144.11919, 92.92717, 161.74884, 105.80436], [147.26111, 94.51279, 164.72252, 107.58296]]",5.77668023109436,0.011088132858276367,"[0.4314996863968541, 1]",7.581710815429688e-05,"[0.5656882524490356, 0.94447976]",0.00894618034362793
4,backward (CROWN),39,0.008,False,brightness,"[[143.47945, 92.618126, 161.13655, 105.46292], [147.95065, 94.874626, 165.3772, 107.97856]]",6.975566864013672,0.011337995529174805,"[0.3311350037945287, 1]",7.581710815429688e-05,"[0.4995841681957245, 0.99239755]",0.00914621353149414
5,backward (CROWN),39,0.01,False,brightness,"[[142.78728, 92.285484, 160.46996, 105.09641], [148.71712, 95.2776, 166.1071, 108.41624]]",7.774732828140259,0.00971531867980957,"[0.237615515338034, 1]",6.604194641113281e-05,"[0.43504226207733154, 1.0]",0.007827043533325195
6,backward (CROWN),39,0.012,False,brightness,"[[142.0328, 91.924576, 159.7428, 104.70163], [149.55928, 95.717476, 166.91408, 108.89256]]",8.498605728149414,0.010503053665161133,"[0.16467494159112722, 1]",7.414817810058594e-05,"[0.37334802746772766, 1.0]",0.008378744125366211
7,backward (CROWN),39,0.014,False,brightness,"[[141.20886, 91.520256, 158.9529, 104.26594], [150.48804, 96.20335, 167.81839, 109.4209]]",8.511918783187866,0.010973930358886719,"[0.10782377190383148, 1]",7.510185241699219e-05,"[0.3034808337688446, 1.0]",0.008867740631103516
8,backward (CROWN),39,0.016,False,brightness,"[[140.27763, 91.05613, 158.05882, 103.76989], [151.60872, 96.76413, 169.00291, 110.067924]]",9.192674160003662,0.011043071746826172,"[0.062257900320523495, 1]",7.390975952148438e-05,"[0.20093654096126556, 1.0]",0.008919239044189453
9,backward (CROWN),39,0.018000000000000002,False,brightness,"[[139.2478, 90.56835, 157.05452, 103.24315], [153.04688, 97.440216, 170.57854, 110.891045]]",9.721111059188843,0.010829925537109375,"[0.027740142939400365, 1]",7.486343383789062e-05,"[0.10341264307498932, 1.0]",0.008708953857421875
10,backward (CROWN),39,0.02,False,brightness,"[[138.14078, 90.08075, 155.96951, 102.701744], [154.85394, 98.27952, 172.50613, 111.91391]]",10.620258092880249,0.01140284538269043,"[0.005084530099240112, 1]",7.605552673339844e-05,"[0.021936871111392975, 1.0]",0.009242057800292969
