,method,image_id,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),26,0.0,False,brightness,"[[127.05719, 95.48091, 144.68027, 111.69842], [127.05719, 95.48091, 144.68027, 111.69842]]",0.3814980983734131,0.009769916534423828,"[0.9237124936060326, 0.9237124936060326]",6.508827209472656e-05,"[0.9237124919891357, 0.9237125]",0.00787496566772461
1,backward (CROWN),26,0.002,False,brightness,"[[125.01253, 94.23908, 142.54088, 110.2392], [128.49023, 96.822815, 146.1136, 113.13643]]",4.698351144790649,0.01082921028137207,"[0.376486611778261, 1]",7.581710815429688e-05,"[0.6270679235458374, 1.0]",0.008659124374389648
2,backward (CROWN),26,0.004,False,brightness,"[[121.05324, 92.74429, 138.21826, 108.28928], [131.43062, 98.82451, 149.17764, 115.28226]]",6.375632047653198,0.01077890396118164,"[0.07469455207357575, 1]",7.295608520507812e-05,"[0.22117874026298523, 1.0]",0.008719205856323242
3,backward (CROWN),26,0.006,True,brightness,"[[113.738754, 90.86047, 130.50246, 105.879456], [137.508, 101.79701, 155.74863, 118.69919]]",8.099658250808716,0.0015938282012939453,"[0, 1]",0.0,"[0, 1]",0.0
4,backward (CROWN),26,0.008,True,brightness,"[[103.36258, 87.92306, 119.59015, 102.23057], [145.56792, 105.47029, 164.60783, 123.05323]]",9.84671401977539,0.001603841781616211,"[0, 1]",0.0,"[0, 1]",0.0
5,backward (CROWN),26,0.01,True,brightness,"[[91.20691, 84.31866, 106.74425, 97.9571], [156.3389, 110.30656, 176.46193, 128.581]]",11.334650754928589,0.0016608238220214844,"[0, 1]",0.0,"[0, 1]",0.0
6,backward (CROWN),26,0.012,True,brightness,"[[76.87868, 78.93073, 91.137505, 92.52245], [170.43674, 116.66985, 191.6038, 135.57669]]",13.511861801147461,0.0016028881072998047,"[0, 1]",0.0,"[0, 1]",0.0
7,backward (CROWN),26,0.014,True,brightness,"[[58.539062, 70.32019, 71.270775, 84.61125], [193.8811, 126.12844, 217.89154, 146.0367]]",14.240176916122437,0.0014939308166503906,"[0, 1]",0.0,"[0, 1]",0.0
8,backward (CROWN),26,0.016,True,brightness,"[[26.33483, 56.97177, 39.290825, 70.87962], [227.1007, 141.41507, 255.40004, 162.34238]]",17.040950059890747,0.0015940666198730469,"[0, 1]",0.0,"[0, 1]",0.0
9,backward (CROWN),26,0.018000000000000002,True,brightness,"[[0, 36.51796, 0, 50.82155], [256, 164.4474, 256, 187.53995]]",17.412967920303345,0.0015978813171386719,"[0, 1]",0.0,"[0, 1]",0.0
10,backward (CROWN),26,0.02,True,brightness,"[[0, 6.5810833, 0, 19.96267], [256, 195.34808, 256, 219.44409]]",18.386658906936646,0.0016150474548339844,"[0, 1]",0.0,"[0, 1]",0.0
