,method,image_id,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),10,0.0,False,brightness,"[[106.57392, 93.733055, 127.17223, 111.32666], [106.57392, 93.733055, 127.17223, 111.32666]]",0.3937959671020508,0.010435104370117188,"[0.9345400209226888, 0.9345400209226888]",7.104873657226562e-05,"[0.9345400333404541, 0.93454003]",0.008381843566894531
1,backward (CROWN),10,0.002,False,brightness,"[[105.42888, 93.238365, 126.029236, 110.756836], [107.31602, 94.2609, 127.801994, 111.9032]]",3.8463947772979736,0.01044607162475586,"[0.6497932655258991, 1]",7.295608520507812e-05,"[0.7902979850769043, 1.0]",0.00837397575378418
2,backward (CROWN),10,0.004,False,brightness,"[[103.19481, 92.52995, 123.65447, 109.87259], [109.45895, 95.33263, 129.94888, 113.103134]]",5.591698884963989,0.010827064514160156,"[0.29063495413925033, 1]",7.486343383789062e-05,"[0.5607613921165466, 1.0]",0.008718013763427734
3,backward (CROWN),10,0.006,False,brightness,"[[99.79618, 91.574585, 119.94498, 108.60779], [112.84965, 96.90222, 133.52501, 114.84691]]",6.5697901248931885,0.011095046997070312,"[0.0777625694866531, 1]",7.486343383789062e-05,"[0.22682449221611023, 1.0]",0.008982181549072266
4,backward (CROWN),10,0.008,True,brightness,"[[94.90899, 90.12833, 114.57048, 106.73551], [117.78056, 99.02399, 138.76419, 117.239204]]",7.76195216178894,0.0016570091247558594,"[0, 1]",0.0,"[0, 1]",0.0
5,backward (CROWN),10,0.01,True,brightness,"[[88.526115, 88.10225, 107.2391, 104.18098], [124.79207, 101.95452, 146.45872, 120.43409]]",8.97042727470398,0.0016210079193115234,"[0, 1]",0.0,"[0, 1]",0.0
6,backward (CROWN),10,0.012,True,brightness,"[[80.07626, 85.326866, 97.73515, 100.678894], [134.34726, 105.82075, 156.93019, 124.564644]]",10.632518291473389,0.0016591548919677734,"[0, 1]",0.0,"[0, 1]",0.0
7,backward (CROWN),10,0.014,True,brightness,"[[69.526924, 81.49727, 85.521255, 96.21314], [147.8361, 110.91652, 171.61717, 130.13914]]",11.529041767120361,0.0016491413116455078,"[0, 1]",0.0,"[0, 1]",0.0
8,backward (CROWN),10,0.016,True,brightness,"[[56.96968, 76.48278, 70.86342, 90.69186], [165.42119, 117.27136, 190.56276, 137.17198]]",12.325898885726929,0.0014028549194335938,"[0, 1]",0.0,"[0, 1]",0.0
9,backward (CROWN),10,0.018000000000000002,True,brightness,"[[38.88786, 68.724396, 50.372124, 82.52558], [188.28384, 126.70099, 215.87926, 146.91432]]",14.228582859039307,0.0016040802001953125,"[0, 1]",0.0,"[0, 1]",0.0
10,backward (CROWN),10,0.02,True,brightness,"[[27.116941, 59.560387, 43.848278, 74.32651], [215.66902, 138.85696, 246.65404, 159.90805]]",15.668359756469727,0.001611948013305664,"[0, 1]",0.0,"[0, 1]",0.0
