,method,image_id,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP+backward (CROWN-IBP),28,0.0,True,brightness,"[[97.47142, 104.07785, 114.607956, 119.10321], [97.47142, 104.07784, 114.607956, 119.1032]]",0.3845088481903076,0.000125885009765625,"[0, 1]",0,"[0, 1]",0
1,IBP+backward (CROWN-IBP),28,0.002,True,brightness,"[[0, 30.63134, 0, 53.59889], [242.85617, 205.86504, 256, 213.57298]]",0.40502095222473145,0.00145721435546875,"[0, 1]",0,"[0, 1]",0
2,IBP+backward (CROWN-IBP),28,0.004,True,brightness,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.3570120334625244,0.0014362335205078125,"[0, 1]",0,"[0, 1]",0
3,IBP+backward (CROWN-IBP),28,0.006,True,brightness,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.3798551559448242,0.0014607906341552734,"[0, 1]",0,"[0, 1]",0
4,IBP+backward (CROWN-IBP),28,0.008,True,brightness,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.3536500930786133,0.001603841781616211,"[0, 1]",0,"[0, 1]",0
5,IBP+backward (CROWN-IBP),28,0.01,True,brightness,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.33523988723754883,0.0014421939849853516,"[0, 1]",0,"[0, 1]",0
6,IBP+backward (CROWN-IBP),28,0.012,True,brightness,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.3669571876525879,0.0014688968658447266,"[0, 1]",0,"[0, 1]",0
7,IBP+backward (CROWN-IBP),28,0.014,True,brightness,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.39554286003112793,0.001461029052734375,"[0, 1]",0,"[0, 1]",0
8,IBP+backward (CROWN-IBP),28,0.016,True,brightness,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.3655521869659424,0.0015265941619873047,"[0, 1]",0,"[0, 1]",0
9,IBP+backward (CROWN-IBP),28,0.018000000000000002,True,brightness,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.3873591423034668,0.001458883285522461,"[0, 1]",0,"[0, 1]",0
10,IBP+backward (CROWN-IBP),28,0.02,True,brightness,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.3364999294281006,0.0013928413391113281,"[0, 1]",0,"[0, 1]",0
