,method,image_id,gt_logit,eps,eps_contrast,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,12,0,0.0,0.0,False,whitenoise,"[[51.126347, 62.71459, 79.55125, 90], [51.126347, 62.71459, 79.55125, 90]]",0.2788872718811035,0.015820741653442383,"[0.8245279233287814, 0.8245279233287814]",9.799003601074219e-05,"[0.8245279233287814, 0.8245279233287814]",0.011877059936523438
1,IBP,12,0,0.0,0.0,False,brightness,"[[51.126347, 62.71459, 79.55125, 90], [51.126347, 62.71459, 79.55125, 90]]",0.2788872718811035,0.028690099716186523,"[0.8245279233287814, 0.8245279233287814]",7.462501525878906e-05,"[0.8245279233287814, 0.8245279233287814]",0.010876655578613281
2,IBP,12,0,0.0,0.0,False,contrast,"[[51.126347, 62.71459, 79.55125, 90], [51.126347, 62.71459, 79.55125, 90]]",0.2788872718811035,0.04138469696044922,"[0.8245279233287814, 0.8245279233287814]",7.557868957519531e-05,"[0.8245279233287814, 0.8245279233287814]",0.01075601577758789
3,IBP,12,0,0.0002,0.001,False,whitenoise,"[[43.391964, 55.770947, 68.98343, 81.245255], [58.929943, 69.81509, 90, 90]]",0.28552961349487305,0.013488292694091797,"[0.0507468686508014, 1]",9.703636169433594e-05,"[0.14657273888587952, 1.0]",0.010939598083496094
4,IBP,12,0,0.0002,0.001,False,brightness,"[[43.391964, 55.770947, 68.98343, 81.245255], [58.929943, 69.81509, 90, 90]]",0.28552961349487305,0.025789737701416016,"[0.0507468686508014, 1]",7.867813110351562e-05,"[0.14657273888587952, 1.0]",0.01038050651550293
5,IBP,12,0,0.0002,0.001,False,contrast,"[[50.11324, 61.822083, 78.17847, 90], [52.145123, 63.614098, 80.93245, 90]]",0.28552961349487305,0.03796887397766113,"[0.6238821769889936, 0.9932921936177191]",7.104873657226562e-05,"[0.7368977702663475, 0.8725972493489583]",0.010295391082763672
6,IBP,12,0,0.0004,0.002,True,whitenoise,"[[34.80135, 48.15726, 57.490593, 70.30452], [67.56194, 77.809944, 90, 90]]",0.2716515064239502,0.0032570362091064453,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,12,0,0.0004,0.002,True,brightness,"[[34.80135, 48.15726, 57.490593, 70.30452], [67.56194, 77.809944, 90, 90]]",0.2716515064239502,0.006986141204833984,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,12,0,0.0004,0.002,False,contrast,"[[49.09747, 60.927677, 76.803055, 88.72488], [53.174725, 64.52412, 82.32858, 90]]",0.2716515064239502,0.020740747451782227,"[0.46402158726006215, 1]",9.894371032714844e-05,"[0.6586688707763645, 0.9424696]",0.011753082275390625
9,IBP,12,0,0.0006000000000000001,0.003,True,whitenoise,"[[25.539124, 39.585163, 45.210773, 58.33437], [77.09157, 86.581505, 90, 90]]",0.30190181732177734,0.0021233558654785156,"[0, 1]",0.0,"[0, 1]",0.0
