,method,image_id,gt_logit,eps,eps_contrast,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,10,0,0.0,0.0,False,whitenoise,"[[24.603367, 9.936528, 51.917503, 37.55382], [24.603367, 9.936528, 51.917503, 37.55382]]",0.29497528076171875,0.015053272247314453,"[0.8664307259819138, 0.8664307259819138]",8.225440979003906e-05,"[0.8664306998252869, 0.8664307]",0.01157236099243164
1,IBP,10,0,0.0,0.0,False,brightness,"[[24.603367, 9.936528, 51.917503, 37.55382], [24.603367, 9.936528, 51.917503, 37.55382]]",0.29497528076171875,0.02756953239440918,"[0.8664307259819138, 0.8664307259819138]",6.508827209472656e-05,"[0.8664306998252869, 0.8664307]",0.010626554489135742
2,IBP,10,0,0.0,0.0,False,contrast,"[[24.603367, 9.936528, 51.917503, 37.55382], [24.603367, 9.936528, 51.917503, 37.55382]]",0.29497528076171875,0.040029048919677734,"[0.8664307259819138, 0.8664307259819138]",6.508827209472656e-05,"[0.8664306998252869, 0.8664307]",0.010576009750366211
3,IBP,10,0,0.0002,0.001,False,whitenoise,"[[19.112297, 5.958163, 42.855507, 30.40474], [30.317638, 14.101027, 61.410645, 45.05362]]",0.2448437213897705,0.013052701950073242,"[0.09153160368540672, 1]",7.534027099609375e-05,"[0.26073190569877625, 1.0]",0.010549068450927734
4,IBP,10,0,0.0002,0.001,False,brightness,"[[19.112297, 5.958163, 42.855507, 30.40474], [30.317638, 14.101027, 61.410645, 45.05362]]",0.2448437213897705,0.02923107147216797,"[0.09153160368540672, 1]",0.00010323524475097656,"[0.26073190569877625, 1.0]",0.013254642486572266
5,IBP,10,0,0.0002,0.001,False,contrast,"[[23.897331, 9.413683, 50.757816, 36.61363], [25.3126, 10.459509, 53.083332, 38.49737]]",0.2448437213897705,0.042302608489990234,"[0.6571675996046693, 1]",8.177757263183594e-05,"[0.7699998021125793, 0.9440845]",0.010827302932739258
6,IBP,10,0,0.0004,0.002,True,whitenoise,"[[13.7734165, 2.0438683, 34.09372, 23.459679], [36.582645, 18.6666, 72.07273, 53.544037]]",0.2640652656555176,0.0018930435180664062,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,10,0,0.0004,0.002,True,brightness,"[[13.7734165, 2.0438683, 34.09372, 23.459679], [36.582645, 18.6666, 72.07273, 53.544037]]",0.2640652656555176,0.003188610076904297,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,10,0,0.0004,0.002,False,contrast,"[[23.193037, 8.892066, 49.600628, 35.674564], [26.02228, 10.98257, 54.25012, 39.4415]]",0.2640652656555176,0.015352487564086914,"[0.5060026205367326, 1]",7.390975952148438e-05,"[0.6829251646995544, 1.0]",0.010405302047729492
9,IBP,10,0,0.0006000000000000001,0.003,True,whitenoise,"[[8.544586, 0, 25.788702, 16.784538], [43.61759, 23.721397, 84.069534, 63.109406]]",0.23740243911743164,0.0020706653594970703,"[0, 1]",0.0,"[0, 1]",0.0
10,IBP,10,0,0.0006000000000000001,0.003,True,brightness,"[[8.544586, 0, 25.788702, 16.784538], [43.61759, 23.721397, 84.069534, 63.109406]]",0.23740243911743164,0.003455638885498047,"[0, 1]",0.0,"[0, 1]",0.0
11,IBP,10,0,0.0006000000000000001,0.003,False,contrast,"[[22.506168, 8.380144, 48.46947, 34.748028], [26.730564, 11.502754, 55.414127, 40.38254]]",0.23740243911743164,0.01640915870666504,"[0.3794295867338334, 1]",7.581710815429688e-05,"[0.603675365447998, 1.0]",0.011093378067016602
12,IBP,10,0,0.0008,0.004,True,whitenoise,"[[3.777836, 0, 18.862034, 11.112493], [51.0164, 29.08991, 90, 73.262596]]",0.24516034126281738,0.0020058155059814453,"[0, 1]",0.0,"[0, 1]",0.0
13,IBP,10,0,0.0008,0.004,True,brightness,"[[3.777836, 0, 18.862034, 11.112493], [51.0164, 29.08991, 90, 73.262596]]",0.24516034126281738,0.003348827362060547,"[0, 1]",0.0,"[0, 1]",0.0
14,IBP,10,0,0.0008,0.004,False,contrast,"[[21.821402, 7.8694863, 47.34221, 33.824524], [27.442736, 12.035212, 56.578667, 41.33332]]",0.24516034126281738,0.01570272445678711,"[0.286482602475514, 1]",7.343292236328125e-05,"[0.5314355492591858, 1.0]",0.010527849197387695
15,IBP,10,0,0.001,0.005,True,whitenoise,"[[0, 0, 13.223618, 6.518971], [58.844624, 35.170784, 90, 84.17655]]",0.28115034103393555,0.0019676685333251953,"[0, 1]",0.0,"[0, 1]",0.0
16,IBP,10,0,0.001,0.005,True,brightness,"[[0, 0, 13.223618, 6.518971], [58.844624, 35.170784, 90, 84.17655]]",0.28115034103393555,0.003370523452758789,"[0, 1]",0.0,"[0, 1]",0.0
17,IBP,10,0,0.001,0.005,False,contrast,"[[21.14568, 7.369986, 46.230366, 32.92329], [28.149357, 12.571249, 57.742847, 42.285686]]",0.28115034103393555,0.015539884567260742,"[0.2172504912669538, 1]",7.081031799316406e-05,"[0.4663926661014557, 1.0]",0.01039886474609375
18,IBP,10,0,0.0012000000000000001,0.006,True,whitenoise,"[[0, 0, 8.264191, 2.7053456], [66.87502, 41.606014, 90, 90]]",0.23593854904174805,0.0020134449005126953,"[0, 1]",0.0,"[0, 1]",0.0
19,IBP,10,0,0.0012000000000000001,0.006,True,brightness,"[[0, 0, 8.264191, 2.7053456], [66.87502, 41.606014, 90, 90]]",0.23593854904174805,0.0033462047576904297,"[0, 1]",0.0,"[0, 1]",0.0
20,IBP,10,0,0.0012000000000000001,0.006,False,contrast,"[[20.475842, 6.8753424, 45.128292, 32.033752], [28.852024, 13.105221, 58.90443, 43.23545]]",0.23593854904174805,0.0156557559967041,"[0.16447194398474302, 1]",7.367134094238281e-05,"[0.392966628074646, 1.0]",0.010494709014892578
21,IBP,10,0,0.0014,0.007,True,whitenoise,"[[0, 0, 4.6125298, 0], [74.10134, 47.426952, 90, 90]]",0.23923540115356445,0.001851797103881836,"[0, 1]",0.0,"[0, 1]",0.0
22,IBP,10,0,0.0014,0.007,True,brightness,"[[0, 0, 4.6125298, 0], [74.10134, 47.426952, 90, 90]]",0.23923540115356445,0.0031638145446777344,"[0, 1]",0.0,"[0, 1]",0.0
23,IBP,10,0,0.0014,0.007,False,contrast,"[[19.80899, 6.382628, 44.034817, 31.151098], [29.55064, 13.636219, 60.06129, 44.18131]]",0.23923540115356445,0.015193700790405273,"[0.12364224882123769, 1]",6.842613220214844e-05,"[0.32358241081237793, 1.0]",0.010229825973510742
24,IBP,10,0,0.0016,0.008,True,whitenoise,"[[0, 0, 1.1261328, 0], [82.07025, 54.318752, 90, 90]]",0.2771739959716797,0.0023458003997802734,"[0, 1]",0.0,"[0, 1]",0.0
25,IBP,10,0,0.0016,0.008,True,brightness,"[[0, 0, 1.1261328, 0], [82.07025, 54.318752, 90, 90]]",0.2771739959716797,0.0037512779235839844,"[0, 1]",0.0,"[0, 1]",0.0
26,IBP,10,0,0.0016,0.008,False,contrast,"[[19.155048, 5.906395, 42.97021, 30.30972], [30.24181, 14.164406, 61.21757, 45.126835]]",0.2771739959716797,0.016913175582885742,"[0.09222844667106546, 1]",7.939338684082031e-05,"[0.2621224820613861, 1.0]",0.011246681213378906
27,IBP,10,0,0.0018000000000000002,0.009000000000000001,True,whitenoise,"[[0, 0, 0, 0], [90, 61.73167, 90, 90]]",0.25871801376342773,0.0020728111267089844,"[0, 1]",0.0,"[0, 1]",0.0
28,IBP,10,0,0.0018000000000000002,0.009000000000000001,True,brightness,"[[0, 0, 0, 0], [90, 61.73167, 90, 90]]",0.25871801376342773,0.0034639835357666016,"[0, 1]",0.0,"[0, 1]",0.0
29,IBP,10,0,0.0018000000000000002,0.009000000000000001,False,contrast,"[[18.527836, 5.441769, 41.94854, 29.4809], [30.937542, 14.686821, 62.384926, 46.080845]]",0.25871801376342773,0.016417264938354492,"[0.06777757120201731, 1]",7.724761962890625e-05,"[0.20777751505374908, 1.0]",0.011048078536987305
30,IBP,10,0,0.002,0.01,True,whitenoise,"[[0, 0, 0, 0], [90, 69.134514, 90, 90]]",0.2670762538909912,0.0021288394927978516,"[0, 1]",0.0,"[0, 1]",0.0
31,IBP,10,0,0.002,0.01,True,brightness,"[[0, 0, 0, 0], [90, 69.134514, 90, 90]]",0.2670762538909912,0.0035636425018310547,"[0, 1]",0.0,"[0, 1]",0.0
32,IBP,10,0,0.002,0.01,False,contrast,"[[17.9153, 4.9798026, 40.948338, 28.656616], [31.632933, 15.205777, 63.55215, 47.03475]]",0.2670762538909912,0.01651787757873535,"[0.04860441513432939, 1]",7.772445678710938e-05,"[0.15982143580913544, 1.0]",0.011046648025512695
