,method,image_id,gt_logit,eps,eps_contrast,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,11,0,0.0,0.0,False,whitenoise,"[[5.22692, 26.965738, 33.60438, 54.866207], [5.22692, 26.965738, 33.60438, 54.866207]]",0.25113892555236816,0.01277923583984375,"[0.965224271349428, 0.965224271349428]",0.0001087188720703125,"[0.9652242660522461, 0.96522427]",0.01039266586303711
1,IBP,11,0,0.0,0.0,False,brightness,"[[5.22692, 26.965738, 33.60438, 54.866207], [5.22692, 26.965738, 33.60438, 54.866207]]",0.25113892555236816,0.02461385726928711,"[0.965224271349428, 0.965224271349428]",6.270408630371094e-05,"[0.9652242660522461, 0.96522427]",0.01003122329711914
2,IBP,11,0,0.0,0.0,False,contrast,"[[5.22692, 26.965738, 33.60438, 54.866207], [5.22692, 26.965738, 33.60438, 54.866207]]",0.25113892555236816,0.036432504653930664,"[0.965224271349428, 0.965224271349428]",6.246566772460938e-05,"[0.9652242660522461, 0.96522427]",0.010021686553955078
3,IBP,11,0,0.0002,0.001,False,whitenoise,"[[1.172992, 22.305256, 26.522486, 46.53857], [9.329936, 31.872375, 40.86009, 63.66746]]",0.2593212127685547,0.014599084854125977,"[0.11601624176947983, 1]",0.00010633468627929688,"[0.3216190040111542, 1.0]",0.011422872543334961
4,IBP,11,0,0.0002,0.001,False,brightness,"[[1.172992, 22.305256, 26.522486, 46.53857], [9.329936, 31.872375, 40.86009, 63.66746]]",0.2593212127685547,0.026276350021362305,"[0.11601624176947983, 1]",6.175041198730469e-05,"[0.3216190040111542, 1.0]",0.009923458099365234
5,IBP,11,0,0.0002,0.001,False,contrast,"[[4.652136, 26.321058, 32.645905, 53.724922], [5.8034306, 27.61275, 34.56505, 56.009827]]",0.2593212127685547,0.037952423095703125,"[0.721728425585461, 1]",6.222724914550781e-05,"[0.8597898483276367, 1.0]",0.00990748405456543
6,IBP,11,0,0.0004,0.002,False,whitenoise,"[[0, 17.364883, 19.2052, 37.740234], [13.804234, 37.419373, 48.939613, 73.68178]]",0.26050686836242676,0.01354217529296875,"[0.000489760010024421, 1]",8.726119995117188e-05,"[0.0022104131057858467, 1.0]",0.010839462280273438
7,IBP,11,0,0.0004,0.002,False,brightness,"[[0, 17.364883, 19.2052, 37.740234], [13.804234, 37.419373, 48.939613, 73.68178]]",0.26050686836242676,0.025790929794311523,"[0.000489760010024421, 1]",7.319450378417969e-05,"[0.0022104131057858467, 1.0]",0.010345458984375
8,IBP,11,0,0.0004,0.002,False,contrast,"[[4.084917, 25.67841, 31.69826, 52.587803], [6.391105, 28.275837, 35.533016, 57.170216]]",0.26050686836242676,0.037770748138427734,"[0.5308183378001178, 1]",6.270408630371094e-05,"[0.7650519609451294, 1.0]",0.010144948959350586
9,IBP,11,0,0.0006000000000000001,0.003,True,whitenoise,"[[0, 12.236713, 11.725693, 28.626005], [19.17523, 44.43301, 58.199867, 85.53752]]",0.2467176914215088,0.001972198486328125,"[0, 1]",0.0,"[0, 1]",0.0
10,IBP,11,0,0.0006000000000000001,0.003,True,brightness,"[[0, 12.236713, 11.725693, 28.626005], [19.17523, 44.43301, 58.199867, 85.53752]]",0.2467176914215088,0.0033190250396728516,"[0, 1]",0.0,"[0, 1]",0.0
11,IBP,11,0,0.0006000000000000001,0.003,False,contrast,"[[3.519644, 25.035685, 30.75156, 51.45523], [6.9623933, 28.938253, 36.48853, 58.33532]]",0.2467176914215088,0.01572728157043457,"[0.39790779871095416, 1]",7.367134094238281e-05,"[0.6797141432762146, 1.0]",0.010581493377685547
12,IBP,11,0,0.0008,0.004,True,whitenoise,"[[0, 7.1841435, 5.1128235, 20.288513], [25.603855, 51.66815, 68.729256, 90]]",0.2579667568206787,0.0019419193267822266,"[0, 1]",0.0,"[0, 1]",0.0
13,IBP,11,0,0.0008,0.004,True,brightness,"[[0, 7.1841435, 5.1128235, 20.288513], [25.603855, 51.66815, 68.729256, 90]]",0.2579667568206787,0.003279447555541992,"[0, 1]",0.0,"[0, 1]",0.0
14,IBP,11,0,0.0008,0.004,False,contrast,"[[2.962775, 24.394943, 29.814613, 50.339676], [7.499506, 29.591492, 37.412796, 59.49672]]",0.2579667568206787,0.01549839973449707,"[0.3025618422829636, 1]",7.081031799316406e-05,"[0.5905585885047913, 1.0]",0.010439395904541016
