,method,image_id,eps,eps_contrast,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,60,0.0,0.0,False,whitenoise,"[[85.270645, 103.760994, 106.40502, 118.079834], [85.270645, 103.760994, 106.40502, 118.079834]]",0.554948091506958,0.020650625228881836,"[0.7624746751389243, 0.7624746751389243]",0.00012540817260742188,"[0.7624746561050415, 0.76247466]",0.016828536987304688
1,IBP,60,0.0,0.0,False,brightness,"[[85.270645, 103.760994, 106.40502, 118.079834], [85.270645, 103.760994, 106.40502, 118.079834]]",0.554948091506958,0.04008054733276367,"[0.7624746751389243, 0.7624746751389243]",0.00011324882507324219,"[0.7624746561050415, 0.76247466]",0.01640033721923828
2,IBP,60,0.0,0.0,False,contrast,"[[85.270645, 103.760994, 106.40502, 118.079834], [85.270645, 103.760994, 106.40502, 118.079834]]",0.554948091506958,0.05963397026062012,"[0.7624746751389243, 0.7624746751389243]",0.00011086463928222656,"[0.7624746561050415, 0.76247466]",0.016526222229003906
3,IBP,60,2e-05,0.01,False,whitenoise,"[[83.251495, 102.1472, 104.34545, 116.40635], [87.29004, 105.37508, 108.46508, 119.75376]]",0.5085594654083252,0.020595550537109375,"[0.3389735760735311, 1]",0.0001227855682373047,"[0.5142322778701782, 1.0]",0.01683211326599121
4,IBP,60,2e-05,0.01,False,brightness,"[[83.251495, 102.1472, 104.34545, 116.40635], [87.29004, 105.37508, 108.46508, 119.75376]]",0.5085594654083252,0.03998374938964844,"[0.3389735760735311, 1]",0.00011205673217773438,"[0.5142322778701782, 1.0]",0.016370773315429688
5,IBP,60,2e-05,0.01,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5085594654083252,0.04224109649658203,"[0, 1]",0.0,"[0, 1]",0.0
6,IBP,60,4e-05,0.02,False,whitenoise,"[[81.23531, 100.53593, 102.288994, 114.73547], [89.30714, 106.98727, 110.52268, 121.42575]]",0.5074419975280762,0.02058267593383789,"[0.12410723719342537, 1]",0.0001251697540283203,"[0.3361211121082306, 1.0]",0.016844749450683594
7,IBP,60,4e-05,0.02,False,brightness,"[[81.23531, 100.53593, 102.288994, 114.73547], [89.30714, 106.98727, 110.52268, 121.42575]]",0.5074419975280762,0.0399782657623291,"[0.12410723719342537, 1]",0.00011301040649414062,"[0.3361211121082306, 1.0]",0.01640176773071289
8,IBP,60,4e-05,0.02,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5074419975280762,0.042214393615722656,"[0, 1]",0.0,"[0, 1]",0.0
9,IBP,60,6.000000000000001e-05,0.03,False,whitenoise,"[[79.25449, 98.98296, 100.22964, 113.11154], [91.32748, 108.60227, 112.4847, 123.10065]]",0.5066049098968506,0.020532608032226562,"[0.03785043378132964, 1]",0.00012421607971191406,"[0.13414032757282257, 1.0]",0.016791582107543945
10,IBP,60,6.000000000000001e-05,0.03,False,brightness,"[[79.25449, 98.98296, 100.22964, 113.11154], [91.32748, 108.60227, 112.4847, 123.10065]]",0.5066049098968506,0.03990054130554199,"[0.03785043378132964, 1]",0.00011134147644042969,"[0.13414032757282257, 1.0]",0.016373157501220703
11,IBP,60,6.000000000000001e-05,0.03,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5066049098968506,0.04213905334472656,"[0, 1]",0.0,"[0, 1]",0.0
12,IBP,60,8e-05,0.04,False,whitenoise,"[[77.275116, 97.43178, 98.17193, 111.48955], [93.34595, 110.21637, 114.44503, 124.77463]]",0.5075273513793945,0.02069568634033203,"[0.004692327281933903, 1]",0.00012421607971191406,"[0.02053205855190754, 1.0]",0.016903162002563477
13,IBP,60,8e-05,0.04,False,brightness,"[[77.275116, 97.43178, 98.17193, 111.48955], [93.34595, 110.21637, 114.44503, 124.77463]]",0.5075273513793945,0.04023551940917969,"[0.004692327281933903, 1]",0.00011134147644042969,"[0.02053205855190754, 1.0]",0.016490459442138672
14,IBP,60,8e-05,0.04,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5075273513793945,0.04252791404724121,"[0, 1]",0.0,"[0, 1]",0.0
15,IBP,60,0.0001,0.05,True,whitenoise,"[[75.292274, 95.87777, 96.11066, 109.86463], [95.36971, 111.83448, 116.41066, 126.45284]]",0.5075562000274658,0.002858877182006836,"[0, 1]",0.0,"[0, 1]",0.0
16,IBP,60,0.0001,0.05,True,brightness,"[[75.292274, 95.87777, 96.11066, 109.86463], [95.36971, 111.83448, 116.41066, 126.45284]]",0.5075562000274658,0.0050067901611328125,"[0, 1]",0.0,"[0, 1]",0.0
17,IBP,60,0.0001,0.05,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5075562000274658,0.007233381271362305,"[0, 1]",0.0,"[0, 1]",0.0
18,IBP,60,0.00012000000000000002,0.06,True,whitenoise,"[[73.3114, 94.32517, 94.01873, 108.2412], [97.4373, 113.455635, 118.37563, 128.26837]]",0.5062017440795898,0.002877473831176758,"[0, 1]",0.0,"[0, 1]",0.0
19,IBP,60,0.00012000000000000002,0.06,True,brightness,"[[73.3114, 94.32517, 94.01873, 108.2412], [97.4373, 113.455635, 118.37563, 128.26837]]",0.5062017440795898,0.005008697509765625,"[0, 1]",0.0,"[0, 1]",0.0
20,IBP,60,0.00012000000000000002,0.06,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5062017440795898,0.007238864898681641,"[0, 1]",0.0,"[0, 1]",0.0
21,IBP,60,0.00014000000000000001,0.07,True,whitenoise,"[[71.328156, 92.770905, 91.924, 106.61598], [99.50838, 115.079605, 120.34365, 130.0876]]",0.505821704864502,0.002888917922973633,"[0, 1]",0.0,"[0, 1]",0.0
22,IBP,60,0.00014000000000000001,0.07,True,brightness,"[[71.328156, 92.770905, 91.924, 106.61598], [99.50838, 115.079605, 120.34365, 130.0876]]",0.505821704864502,0.005078792572021484,"[0, 1]",0.0,"[0, 1]",0.0
23,IBP,60,0.00014000000000000001,0.07,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.505821704864502,0.00729680061340332,"[0, 1]",0.0,"[0, 1]",0.0
24,IBP,60,0.00016,0.08,True,whitenoise,"[[69.346855, 91.21878, 89.83151, 104.99302], [101.57682, 116.70209, 122.30931, 131.90517]]",0.5071108341217041,0.002891063690185547,"[0, 1]",0.0,"[0, 1]",0.0
