,method,image_id,gt_logit,eps,eps_contrast,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,8,0,0.0,0.0,False,whitenoise,"[[55.986683, 43.584732, 84.600716, 72.32249], [55.986683, 43.584732, 84.600716, 72.32249]]",0.2525038719177246,0.012786626815795898,"[0.7992975144317199, 0.7992975144317199]",6.937980651855469e-05,"[0.7992975115776062, 0.7992975]",0.010471820831298828
1,IBP,8,0,0.0,0.0,False,brightness,"[[55.986683, 43.584732, 84.600716, 72.32249], [55.986683, 43.584732, 84.600716, 72.32249]]",0.2525038719177246,0.024801254272460938,"[0.7992975144317199, 0.7992975144317199]",6.246566772460938e-05,"[0.7992975115776062, 0.7992975]",0.010200262069702148
2,IBP,8,0,0.0,0.0,False,contrast,"[[55.986683, 43.584732, 84.600716, 72.32249], [55.986683, 43.584732, 84.600716, 72.32249]]",0.2525038719177246,0.0367131233215332,"[0.7992975144317199, 0.7992975144317199]",6.151199340820312e-05,"[0.7992975115776062, 0.7992975]",0.010113000869750977
3,IBP,8,0,0.0002,0.001,False,whitenoise,"[[48.769985, 37.35698, 74.2104, 63.181988], [63.414806, 49.938988, 90, 81.72351]]",0.2501671314239502,0.014627695083618164,"[0.05787476220871517, 1]",0.00014162063598632812,"[0.18235471844673157, 1.0]",0.010970592498779297
4,IBP,8,0,0.0002,0.001,False,brightness,"[[48.769985, 37.35698, 74.2104, 63.181988], [63.414806, 49.938988, 90, 81.72351]]",0.2501671314239502,0.026815414428710938,"[0.05787476220871517, 1]",7.200241088867188e-05,"[0.18235471844673157, 1.0]",0.010308027267456055
5,IBP,8,0,0.0002,0.001,False,contrast,"[[54.731255, 42.556385, 82.79154, 70.768555], [57.252068, 44.61916, 86.42393, 73.88577]]",0.2501671314239502,0.03878593444824219,"[0.5743014503098537, 1]",6.222724914550781e-05,"[0.6639565825462341, 0.9539449]",0.010097980499267578
6,IBP,8,0,0.0004,0.002,True,whitenoise,"[[40.887535, 30.569082, 63.20047, 53.475983], [71.62248, 57.302654, 90, 90]]",0.26691222190856934,0.0030171871185302734,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,8,0,0.0004,0.002,True,brightness,"[[40.887535, 30.569082, 63.20047, 53.475983], [71.62248, 57.302654, 90, 90]]",0.26691222190856934,0.0045397281646728516,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,8,0,0.0004,0.002,False,contrast,"[[53.5059, 41.549107, 81.02893, 69.24616], [58.50861, 45.645367, 88.23329, 75.43667]]",0.26691222190856934,0.01828622817993164,"[0.37185102925391816, 1]",8.821487426757812e-05,"[0.5558681488037109, 1.0]",0.011711359024047852
9,IBP,8,0,0.0006000000000000001,0.003,True,whitenoise,"[[32.392666, 23.178837, 51.443737, 43.044884], [80.66931, 65.67051, 90, 90]]",0.2432999610900879,0.0020961761474609375,"[0, 1]",0.0,"[0, 1]",0.0
