,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),12,0.0,False,brightness,"[[102.23519, 112.37963, 122.281425, 131.31543], [102.23519, 112.37963, 122.281425, 131.31543]]","[102.23519, 112.37963, 122.281425, 131.31543]","[102.23519, 112.37963, 122.281425, 131.31543]",[101.75163 111.46828 121.83006 130.61028],0.4420440196990967,0.01021432876586914,"[0.8783433152528989, 0.8783433152528989]",7.009506225585938e-05,"[0.8783433437347412, 0.87834334]",0.008142232894897461
1,backward (CROWN),12,0.002,False,brightness,"[[101.77134, 112.11644, 121.74263, 131.00482], [102.698975, 112.645805, 122.81896, 131.62785]]","[102.698975, 112.645805, 122.81896, 131.62785]","[101.77134, 112.11644, 121.74263, 131.00482]",[101.75163 111.46828 121.83006 130.61028],3.0397660732269287,0.010480880737304688,"[0.7553729925335526, 1]",7.295608520507812e-05,"[0.81328946352005, 0.94571733]",0.008198022842407227
2,backward (CROWN),12,0.004,False,brightness,"[[101.23114, 111.830696, 121.11517, 130.66278], [103.25112, 112.943695, 123.44991, 131.97275]]","[103.25112, 112.943695, 123.44991, 131.97275]","[101.23114, 111.830696, 121.11517, 130.66278]",[101.75163 111.46828 121.83006 130.61028],4.220154762268066,0.01016378402709961,"[0.6112942696665078, 1]",6.985664367675781e-05,"[0.7451581358909607, 0.97838324]",0.008099079132080078
3,backward (CROWN),12,0.006,False,brightness,"[[100.605194, 111.5225, 120.39624, 130.29366], [104.09511, 113.28629, 124.392395, 132.37257]]","[104.09511, 113.28629, 124.392395, 132.37257]","[100.605194, 111.5225, 120.39624, 130.29366]",[101.75163 111.46828 121.83006 130.61028],5.138293981552124,0.009657859802246094,"[0.45971559760048125, 1]",6.29425048828125e-05,"[0.6614412069320679, 0.9971674]",0.007822990417480469
4,backward (CROWN),12,0.008,False,brightness,"[[99.87196, 111.19442, 119.56547, 129.89948], [105.49457, 113.73919, 125.89864, 132.90959]]","[105.49457, 113.73919, 125.89864, 132.90959]","[99.87196, 111.19442, 119.56547, 129.89948]",[101.75163 111.46828 121.83006 130.61028],6.212157249450684,0.011201858520507812,"[0.31488960386608333, 1]",7.295608520507812e-05,"[0.5513074398040771, 1.0]",0.009042024612426758
5,backward (CROWN),12,0.01,False,brightness,"[[98.92205, 110.80392, 118.50938, 129.42365], [107.40427, 114.420364, 127.87134, 133.71114]]","[107.40427, 114.420364, 127.87134, 133.71114]","[98.92205, 110.80392, 118.50938, 129.42365]",[101.75163 111.46828 121.83006 130.61028],7.3312132358551025,0.011077165603637695,"[0.1891448080686412, 1]",7.390975952148438e-05,"[0.4280537962913513, 1.0]",0.008878946304321289
6,backward (CROWN),12,0.012,False,brightness,"[[97.615486, 110.27402, 117.091736, 128.7851], [109.86186, 115.40942, 130.29199, 134.82434]]","[109.86186, 115.40942, 130.29199, 134.82434]","[97.615486, 110.27402, 117.091736, 128.7851]",[101.75163 111.46828 121.83006 130.61028],7.898180961608887,0.011558771133422852,"[0.08873145083437153, 1]",7.605552673339844e-05,"[0.2516109347343445, 1.0]",0.009368181228637695
7,backward (CROWN),12,0.014,False,brightness,"[[95.83381, 109.62634, 115.14088, 127.97552], [112.83796, 116.61748, 133.41179, 136.15132]]","[112.83796, 116.61748, 133.41179, 136.15132]","[95.83381, 109.62634, 115.14088, 127.97552]",[101.75163 111.46828 121.83006 130.61028],8.719902992248535,0.011245012283325195,"[0.01930464163924918, 1]",7.390975952148438e-05,"[0.06805573403835297, 1.0]",0.009074211120605469
8,backward (CROWN),12,0.016,True,brightness,"[[93.05709, 108.81025, 112.02375, 126.92412], [116.454796, 118.13462, 137.37982, 137.8326]]","[116.454796, 118.13462, 137.37982, 137.8326]","[93.05709, 108.81025, 112.02375, 126.92412]",[101.75163 111.46828 121.83006 130.61028],9.013063907623291,0.0016388893127441406,"[0, 1]",0.0,"[0, 1]",0.0
9,backward (CROWN),12,0.018000000000000002,True,brightness,"[[88.66765, 107.72445, 107.14278, 125.52111], [121.173706, 120.285576, 142.41675, 140.14426]]","[121.173706, 120.285576, 142.41675, 140.14426]","[88.66765, 107.72445, 107.14278, 125.52111]",[101.75163 111.46828 121.83006 130.61028],10.174493312835693,0.0016388893127441406,"[0, 1]",0.0,"[0, 1]",0.0
10,backward (CROWN),12,0.02,True,brightness,"[[83.20609, 106.38746, 101.08342, 123.807045], [127.679535, 122.99053, 149.10484, 143.02988]]","[127.679535, 122.99053, 149.10484, 143.02988]","[83.20609, 106.38746, 101.08342, 123.807045]",[101.75163 111.46828 121.83006 130.61028],10.98040509223938,0.0016989707946777344,"[0, 1]",0.0,"[0, 1]",0.0
