,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),67,0.0,False,brightness,"[[143.83246, 134.23648, 154.42943, 146.1972], [143.83246, 134.23648, 154.42943, 146.1972]]","[143.83246, 134.23648, 154.42943, 146.1972]","[143.83246, 134.23648, 154.42943, 146.1972]",[142.7451  132.35045 153.20262 144.33836],0.5776739120483398,0.01036977767944336,"[0.6011641181241927, 0.6011641181241927]",7.390975952148438e-05,"[0.6011641025543213, 0.6011641]",0.008455991744995117
1,backward (CROWN),67,0.002,False,brightness,"[[143.4225, 134.00476, 154.06035, 145.9553], [144.24431, 134.47421, 154.79701, 146.44447]]","[144.24431, 134.47421, 154.79701, 146.44447]","[143.4225, 134.00476, 154.06035, 145.9553]",[142.7451  132.35045 153.20262 144.33836],2.856661081314087,0.009598970413208008,"[0.4950669103604628, 0.7376987794091948]",6.29425048828125e-05,"[0.5410736203193665, 0.6674053]",0.007750988006591797
2,backward (CROWN),67,0.004,False,brightness,"[[142.94566, 133.73833, 153.62117, 145.67368], [144.7266, 134.7477, 155.23413, 146.72757]]","[144.7266, 134.7477, 155.23413, 146.72757]","[142.94566, 133.73833, 153.62117, 145.67368]",[142.7451  132.35045 153.20262 144.33836],4.2891929149627686,0.011543035507202148,"[0.39908871704532417, 0.9552144714765636]",7.796287536621094e-05,"[0.47831588983535767, 0.7547371]",0.00935816764831543
3,backward (CROWN),67,0.006,False,brightness,"[[142.39937, 133.4278, 153.11217, 145.34029], [145.2885, 135.05368, 155.75247, 147.04509]]","[145.2885, 135.05368, 155.75247, 147.04509]","[142.39937, 133.4278, 153.11217, 145.34029]",[142.7451  132.35045 153.20262 144.33836],5.291872978210449,0.009941816329956055,"[0.3096918092405965, 1]",6.318092346191406e-05,"[0.41429582238197327, 0.839931]",0.008086919784545898
4,backward (CROWN),67,0.008,False,brightness,"[[141.78381, 133.09363, 152.53148, 144.98233], [145.93301, 135.39575, 156.3558, 147.39893]]","[145.93301, 135.39575, 156.3558, 147.39893]","[141.78381, 133.09363, 152.53148, 144.98233]",[142.7451  132.35045 153.20262 144.33836],5.9380528926849365,0.009831905364990234,"[0.21471876185789943, 1]",6.604194641113281e-05,"[0.35052773356437683, 0.8901869]",0.007901906967163086
5,backward (CROWN),67,0.01,False,brightness,"[[141.09575, 132.73428, 151.87671, 144.59631], [146.64738, 135.76926, 157.03383, 147.78564]]","[146.64738, 135.76926, 157.03383, 147.78564]","[141.09575, 132.73428, 151.87671, 144.59631]",[142.7451  132.35045 153.20262 144.33836],6.805647850036621,0.01156306266784668,"[0.13983964423033793, 1]",7.510185241699219e-05,"[0.2895508110523224, 0.9475917]",0.009356021881103516
6,backward (CROWN),67,0.012,False,brightness,"[[140.34038, 132.3477, 151.15224, 144.18105], [147.4297, 136.18839, 157.78606, 148.22067]]","[147.4297, 136.18839, 157.78606, 148.22067]","[140.34038, 132.3477, 151.15224, 144.18105]",[142.7451  132.35045 153.20262 144.33836],6.805085182189941,0.010933637619018555,"[0.079868201806844, 1]",0.00011086463928222656,"[0.21698948740959167, 1.0]",0.008579015731811523
7,backward (CROWN),67,0.014,False,brightness,"[[139.49998, 131.93546, 150.33826, 143.73825], [148.29247, 136.64877, 158.62428, 148.6986]]","[148.29247, 136.64877, 158.62428, 148.6986]","[139.49998, 131.93546, 150.33826, 143.73825]",[142.7451  132.35045 153.20262 144.33836],7.526494026184082,0.011858940124511719,"[0.0336164365500337, 1]",8.034706115722656e-05,"[0.11569198966026306, 1.0]",0.009592771530151367
8,backward (CROWN),67,0.016,False,brightness,"[[138.5914, 131.49294, 149.44998, 143.26115], [149.2389, 137.15265, 159.54298, 149.22081]]","[149.2389, 137.15265, 159.54298, 149.22081]","[138.5914, 131.49294, 149.44998, 143.26115]",[142.7451  132.35045 153.20262 144.33836],7.639254093170166,0.010926961898803711,"[0.0026021141723610044, 1]",7.510185241699219e-05,"[0.010284876450896263, 1.0]",0.008800983428955078
9,backward (CROWN),67,0.018000000000000002,True,brightness,"[[137.59816, 131.02429, 148.47336, 142.75269], [150.25499, 137.7023, 160.54031, 149.79114]]","[150.25499, 137.7023, 160.54031, 149.79114]","[137.59816, 131.02429, 148.47336, 142.75269]",[142.7451  132.35045 153.20262 144.33836],7.806796073913574,0.0016210079193115234,"[0, 1]",0.0,"[0, 1]",0.0
10,backward (CROWN),67,0.02,True,brightness,"[[136.50987, 130.54301, 147.40149, 142.23083], [151.37482, 138.30014, 161.63774, 150.4098]]","[151.37482, 138.30014, 161.63774, 150.4098]","[136.50987, 130.54301, 147.40149, 142.23083]",[142.7451  132.35045 153.20262 144.33836],8.403263092041016,0.0015773773193359375,"[0, 1]",0.0,"[0, 1]",0.0
