,method,image_id,gt_logit,eps,eps_contrast,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,34,0,0.0,0.0,False,whitenoise,"[[34.330566, 10.9633045, 62.95999, 39.684956], [34.330566, 10.9633045, 62.95999, 39.684956]]",0.25557518005371094,0.012969970703125,"[0.9507837347047907, 0.9507837347047907]",7.343292236328125e-05,"[0.9507837295532227, 0.9507837]",0.010409355163574219
1,IBP,34,0,0.0,0.0,False,brightness,"[[34.330566, 10.9633045, 62.95999, 39.684956], [34.330566, 10.9633045, 62.95999, 39.684956]]",0.25557518005371094,0.02468132972717285,"[0.9507837347047907, 0.9507837347047907]",6.008148193359375e-05,"[0.9507837295532227, 0.9507837]",0.009919404983520508
2,IBP,34,0,0.0,0.0,False,contrast,"[[34.330566, 10.9633045, 62.95999, 39.684956], [34.330566, 10.9633045, 62.95999, 39.684956]]",0.25557518005371094,0.036386966705322266,"[0.9507837347047907, 0.9507837347047907]",6.031990051269531e-05,"[0.9507837295532227, 0.9507837]",0.009911775588989258
3,IBP,34,0,0.0002,0.001,False,whitenoise,"[[27.846611, 6.3687816, 52.81625, 32.122272], [41.14524, 15.702607, 73.61515, 47.55559]]",0.26108670234680176,0.01252889633178711,"[0.07735208923111096, 1]",6.985664367675781e-05,"[0.24443122744560242, 1.0]",0.010251522064208984
4,IBP,34,0,0.0002,0.001,False,brightness,"[[27.846611, 6.3687816, 52.81625, 32.122272], [41.14524, 15.702607, 73.61515, 47.55559]]",0.26108670234680176,0.02425694465637207,"[0.07735208923111096, 1]",6.175041198730469e-05,"[0.24443122744560242, 1.0]",0.009971380233764648
5,IBP,34,0,0.0002,0.001,False,contrast,"[[33.295223, 10.228316, 61.391964, 38.492897], [35.368053, 11.697637, 64.531815, 40.87835]]",0.26108670234680176,0.03609013557434082,"[0.6678742146894505, 1]",6.222724914550781e-05,"[0.815473735332489, 1.0]",0.010078907012939453
6,IBP,34,0,0.0004,0.002,True,whitenoise,"[[21.460037, 1.7638876, 42.714695, 24.539948], [48.667236, 20.978579, 85.49383, 56.435402]]",0.2739081382751465,0.0023488998413085938,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,34,0,0.0004,0.002,True,brightness,"[[21.460037, 1.7638876, 42.714695, 24.539948], [48.667236, 20.978579, 85.49383, 56.435402]]",0.2739081382751465,0.0038843154907226562,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,34,0,0.0004,0.002,False,contrast,"[[32.26227, 9.494585, 59.827816, 37.303413], [36.4034, 12.430273, 66.10125, 42.070007]]",0.2739081382751465,0.016503095626831055,"[0.4469184622222863, 1]",7.62939453125e-05,"[0.7007555961608887, 1.0]",0.010498762130737305
9,IBP,34,0,0.0006000000000000001,0.003,True,whitenoise,"[[14.802481, 0, 32.475403, 17.129852], [57.11632, 27.092241, 90, 66.66206]]",0.2562081813812256,0.004670858383178711,"[0, 1]",0.0,"[0, 1]",0.0
10,IBP,34,0,0.0006000000000000001,0.003,True,brightness,"[[14.802481, 0, 32.475403, 17.129852], [57.11632, 27.092241, 90, 66.66206]]",0.2562081813812256,0.006262063980102539,"[0, 1]",0.0,"[0, 1]",0.0
11,IBP,34,0,0.0006000000000000001,0.003,False,contrast,"[[31.220818, 8.751918, 58.250908, 36.103367], [37.45008, 13.169564, 67.69088, 43.27593]]",0.2562081813812256,0.018903732299804688,"[0.3046147204395761, 1]",7.534027099609375e-05,"[0.6022694706916809, 1.0]",0.010857820510864258
12,IBP,34,0,0.0008,0.004,True,whitenoise,"[[8.583225, 0, 23.460995, 10.782247], [65.85874, 33.589, 90, 77.5337]]",0.2374861240386963,0.0019083023071289062,"[0, 1]",0.0,"[0, 1]",0.0
13,IBP,34,0,0.0008,0.004,True,brightness,"[[8.583225, 0, 23.460995, 10.782247], [65.85874, 33.589, 90, 77.5337]]",0.2374861240386963,0.003225564956665039,"[0, 1]",0.0,"[0, 1]",0.0
14,IBP,34,0,0.0008,0.004,False,contrast,"[[30.249031, 8.041725, 56.761208, 34.957916], [38.494713, 13.906448, 69.278206, 44.47651]]",0.2374861240386963,0.015212059020996094,"[0.21111178239797382, 1]",6.961822509765625e-05,"[0.4904802739620209, 1.0]",0.010206937789916992
15,IBP,34,0,0.001,0.005,True,whitenoise,"[[2.7914393, 0, 15.5207405, 5.220162], [74.79298, 40.89613, 90, 89.38313]]",0.24639081954956055,0.0018892288208007812,"[0, 1]",0.0,"[0, 1]",0.0
16,IBP,34,0,0.001,0.005,True,brightness,"[[2.7914393, 0, 15.5207405, 5.220162], [74.79298, 40.89613, 90, 89.38313]]",0.24639081954956055,0.0032622814178466797,"[0, 1]",0.0,"[0, 1]",0.0
17,IBP,34,0,0.001,0.005,False,contrast,"[[29.3295, 7.342182, 55.3391, 33.831516], [39.538536, 14.640696, 70.86528, 45.6751]]",0.24639081954956055,0.015462398529052734,"[0.14627660702089815, 1]",7.176399230957031e-05,"[0.38676759600639343, 1.0]",0.010423421859741211
18,IBP,34,0,0.0012000000000000001,0.006,True,whitenoise,"[[0, 0, 8.803425, 0.42818117], [83.845215, 48.236042, 90, 90]]",0.24135184288024902,0.0018894672393798828,"[0, 1]",0.0,"[0, 1]",0.0
19,IBP,34,0,0.0012000000000000001,0.006,True,brightness,"[[0, 0, 8.803425, 0.42818117], [83.845215, 48.236042, 90, 90]]",0.24135184288024902,0.0032503604888916016,"[0, 1]",0.0,"[0, 1]",0.0
20,IBP,34,0,0.0012000000000000001,0.006,False,contrast,"[[28.401836, 6.637777, 53.905018, 32.696747], [40.58637, 15.367932, 72.46034, 46.86738]]",0.24135184288024902,0.01541757583618164,"[0.09923911929809902, 1]",6.985664367675781e-05,"[0.2943831980228424, 1.0]",0.010383844375610352
21,IBP,34,0,0.0014,0.007,True,whitenoise,"[[0, 0, 4.0777397, 0], [90, 54.81224, 90, 90]]",0.2356104850769043,0.0018718242645263672,"[0, 1]",0.0,"[0, 1]",0.0
22,IBP,34,0,0.0014,0.007,True,brightness,"[[0, 0, 4.0777397, 0], [90, 54.81224, 90, 90]]",0.2356104850769043,0.003250598907470703,"[0, 1]",0.0,"[0, 1]",0.0
23,IBP,34,0,0.0014,0.007,False,contrast,"[[27.501783, 5.956287, 52.49023, 31.588028], [41.635365, 16.089699, 74.05951, 48.05491]]",0.2356104850769043,0.015516996383666992,"[0.06531304207011462, 1]",7.05718994140625e-05,"[0.21458199620246887, 1.0]",0.010478496551513672
24,IBP,34,0,0.0016,0.008,True,whitenoise,"[[0, 0, 0, 0], [90, 62.71301, 90, 90]]",0.25211548805236816,0.0019366741180419922,"[0, 1]",0.0,"[0, 1]",0.0
25,IBP,34,0,0.0016,0.008,True,brightness,"[[0, 0, 0, 0], [90, 62.71301, 90, 90]]",0.25211548805236816,0.003267526626586914,"[0, 1]",0.0,"[0, 1]",0.0
26,IBP,34,0,0.0016,0.008,False,contrast,"[[26.608995, 5.2828684, 51.0703, 30.487381], [42.707752, 16.828018, 75.69203, 49.26449]]",0.25211548805236816,0.01602935791015625,"[0.040383985501529655, 1]",7.605552673339844e-05,"[0.14569781720638275, 1.0]",0.010555744171142578
27,IBP,34,0,0.0018000000000000002,0.009000000000000001,True,whitenoise,"[[0, 0, 0, 0], [90, 71.22584, 90, 90]]",0.2493588924407959,0.0018978118896484375,"[0, 1]",0.0,"[0, 1]",0.0
28,IBP,34,0,0.0018000000000000002,0.009000000000000001,True,brightness,"[[0, 0, 0, 0], [90, 71.22584, 90, 90]]",0.2493588924407959,0.0032012462615966797,"[0, 1]",0.0,"[0, 1]",0.0
29,IBP,34,0,0.0018000000000000002,0.009000000000000001,False,contrast,"[[25.715042, 4.6079097, 49.651684, 29.385166], [43.806633, 17.596043, 77.35639, 50.50028]]",0.2493588924407959,0.015183687210083008,"[0.022336215893615122, 1]",6.914138793945312e-05,"[0.08789288997650146, 1.0]",0.010245084762573242
30,IBP,34,0,0.002,0.01,True,whitenoise,"[[0, 0, 0, 0], [90, 79.85583, 90, 90]]",0.24087762832641602,0.0019736289978027344,"[0, 1]",0.0,"[0, 1]",0.0
31,IBP,34,0,0.002,0.01,True,brightness,"[[0, 0, 0, 0], [90, 79.85583, 90, 90]]",0.24087762832641602,0.003269672393798828,"[0, 1]",0.0,"[0, 1]",0.0
32,IBP,34,0,0.002,0.01,False,contrast,"[[24.827377, 3.9437, 48.258045, 28.30918], [44.891243, 18.369747, 79.00673, 51.746403]]",0.24087762832641602,0.015343427658081055,"[0.010017827053598738, 1]",7.2479248046875e-05,"[0.04268380627036095, 1.0]",0.010321855545043945
33,IBP+backward (CROWN-IBP),34,0,0.0,0.0,False,whitenoise,"[[34.330574, 10.963305, 62.95999, 39.684967], [34.330574, 10.963305, 62.95999, 39.684967]]",0.33240628242492676,0.013627052307128906,"[0.9507837347047907, 0.9507837347047907]",7.796287536621094e-05,"[0.9507837295532227, 0.9507837]",0.010833024978637695
34,IBP+backward (CROWN-IBP),34,0,0.0,0.0,False,brightness,"[[34.330574, 10.963305, 62.95999, 39.684967], [34.330574, 10.963305, 62.95999, 39.684967]]",0.33240628242492676,0.0255582332611084,"[0.9507837347047907, 0.9507837347047907]",6.127357482910156e-05,"[0.9507837295532227, 0.9507837]",0.010101795196533203
35,IBP+backward (CROWN-IBP),34,0,0.0,0.0,False,contrast,"[[34.330574, 10.963305, 62.95999, 39.684967], [34.330574, 10.963305, 62.95999, 39.684967]]",0.33240628242492676,0.03743577003479004,"[0.9507837347047907, 0.9507837347047907]",6.222724914550781e-05,"[0.9507837295532227, 0.9507837]",0.010066509246826172
36,IBP+backward (CROWN-IBP),34,0,0.0002,0.001,False,whitenoise,"[[33.542416, 10.585677, 61.925148, 39.084934], [36.870136, 11.868888, 66.94874, 42.018826]]",0.31903910636901855,0.014104127883911133,"[0.5889048634780705, 1]",7.867813110351562e-05,"[0.72197425365448, 0.9969758]",0.010879039764404297
37,IBP+backward (CROWN-IBP),34,0,0.0002,0.001,False,brightness,"[[33.63514, 10.621664, 62.066082, 39.168575], [36.85114, 11.855119, 66.92689, 42.007046]]",0.31903910636901855,0.025936126708984375,"[0.5980829581094284, 1]",6.175041198730469e-05,"[0.7235301733016968, 0.9940155]",0.010050296783447266
