,method,image_id,gt_logit,eps,eps_contrast,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,1,0,0.0,0.0,False,whitenoise,"[[33.39463, 24.233997, 61.73321, 52.963375], [33.39463, 24.233997, 61.73321, 52.963375]]",0.2500274181365967,0.013207674026489258,"[0.8595570328686137, 0.8595570328686137]",7.510185241699219e-05,"[0.859557032585144, 0.85955703]",0.010563850402832031
1,IBP,1,0,0.0,0.0,False,brightness,"[[33.39463, 24.233997, 61.73321, 52.963375], [33.39463, 24.233997, 61.73321, 52.963375]]",0.2500274181365967,0.025107145309448242,"[0.8595570328686137, 0.8595570328686137]",6.29425048828125e-05,"[0.859557032585144, 0.85955703]",0.010051488876342773
2,IBP,1,0,0.0,0.0,False,contrast,"[[33.39463, 24.233997, 61.73321, 52.963375], [33.39463, 24.233997, 61.73321, 52.963375]]",0.2500274181365967,0.037039995193481445,"[0.8595570328686137, 0.8595570328686137]",6.246566772460938e-05,"[0.859557032585144, 0.85955703]",0.010109424591064453
3,IBP,1,0,0.0002,0.001,False,whitenoise,"[[26.98847, 19.006254, 51.902615, 44.51388], [39.893986, 29.642595, 71.84359, 61.766003]]",0.24592375755310059,0.013063669204711914,"[0.07077080684995879, 1]",7.462501525878906e-05,"[0.2277854084968567, 1.0]",0.010541200637817383
4,IBP,1,0,0.0002,0.001,False,brightness,"[[26.98847, 19.006254, 51.902615, 44.51388], [39.893986, 29.642595, 71.84359, 61.766003]]",0.24592375755310059,0.024956703186035156,"[0.07077080684995879, 1]",7.939338684082031e-05,"[0.2277854084968567, 1.0]",0.01007223129272461
5,IBP,1,0,0.0002,0.001,False,contrast,"[[32.208347, 23.245787, 59.967686, 51.40499], [34.580235, 25.22238, 63.498173, 54.522186]]",0.24592375755310059,0.03687119483947754,"[0.6054245808515455, 1]",6.270408630371094e-05,"[0.7160469889640808, 0.992559]",0.010136604309082031
6,IBP,1,0,0.0004,0.002,True,whitenoise,"[[20.118452, 13.421583, 41.40376, 35.536198], [47.209454, 35.788372, 83.286476, 71.77572]]",0.23563885688781738,0.001978635787963867,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,1,0,0.0004,0.002,True,brightness,"[[20.118452, 13.421583, 41.40376, 35.536198], [47.209454, 35.788372, 83.286476, 71.77572]]",0.23563885688781738,0.003352642059326172,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,1,0,0.0004,0.002,False,contrast,"[[31.03032, 22.250975, 58.214596, 49.84953], [35.76558, 26.210463, 65.27462, 56.095592]]",0.23563885688781738,0.01590752601623535,"[0.3757484232893355, 1]",7.486343383789062e-05,"[0.6004440784454346, 1.0]",0.010724067687988281
9,IBP,1,0,0.0006000000000000001,0.003,True,whitenoise,"[[12.714087, 7.3589616, 30.406876, 26.01118], [55.456654, 43.02589, 90, 83.46104]]",0.2465958595275879,0.0020248889923095703,"[0, 1]",0.0,"[0, 1]",0.0
