,method,image_id,gt_logit,eps,eps_contrast,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,14,0,0.0,0.0,False,whitenoise,"[[21.907362, 2.8759198, 49.110493, 30.87812], [21.907362, 2.8759198, 49.110493, 30.87812]]",0.31449413299560547,0.01308298110961914,"[0.7877740125692894, 0.7877740125692894]",7.486343383789062e-05,"[0.7877740263938904, 0.787774]",0.010617733001708984
1,IBP,14,0,0.0,0.0,False,brightness,"[[21.907362, 2.8759198, 49.110493, 30.87812], [21.907362, 2.8759198, 49.110493, 30.87812]]",0.31449413299560547,0.02510833740234375,"[0.7877740125692894, 0.7877740125692894]",6.175041198730469e-05,"[0.7877740263938904, 0.787774]",0.01017141342163086
2,IBP,14,0,0.0,0.0,False,contrast,"[[21.907362, 2.8759198, 49.110493, 30.87812], [21.907362, 2.8759198, 49.110493, 30.87812]]",0.31449413299560547,0.03706526756286621,"[0.7877740125692894, 0.7877740125692894]",6.246566772460938e-05,"[0.7877740263938904, 0.787774]",0.010140657424926758
3,IBP,14,0,0.0002,0.001,False,whitenoise,"[[16.522526, 0, 40.445927, 23.867558], [27.714882, 7.0674233, 58.357807, 38.212048]]",0.2630136013031006,0.015358209609985352,"[0.09862150613164655, 1]",0.00011801719665527344,"[0.27281028032302856, 1.0]",0.011449337005615234
4,IBP,14,0,0.0002,0.001,False,brightness,"[[16.522526, 0, 40.445927, 23.867558], [27.714882, 7.0674233, 58.357807, 38.212048]]",0.2630136013031006,0.02737259864807129,"[0.09862150613164655, 1]",7.367134094238281e-05,"[0.27281028032302856, 1.0]",0.010140419006347656
5,IBP,14,0,0.0002,0.001,False,contrast,"[[21.375128, 2.4732087, 48.268356, 30.181229], [22.441713, 3.2804768, 49.955284, 31.57734]]",0.2630136013031006,0.03902173042297363,"[0.6531988123670447, 0.9326421336651729]",6.127357482910156e-05,"[0.7249922752380371, 0.84453046]",0.009908676147460938
6,IBP,14,0,0.0004,0.002,True,whitenoise,"[[10.7861805, 0, 31.266348, 16.630186], [34.55605, 12.017597, 69.162544, 46.840343]]",0.2516655921936035,0.0019364356994628906,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,14,0,0.0004,0.002,True,brightness,"[[10.7861805, 0, 31.266348, 16.630186], [34.55605, 12.017597, 69.162544, 46.840343]]",0.2516655921936035,0.003278493881225586,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,14,0,0.0004,0.002,False,contrast,"[[20.860699, 2.0794454, 47.44369, 29.489365], [22.984592, 3.6773305, 50.806896, 32.26834]]",0.2516655921936035,0.015419721603393555,"[0.5442257109987808, 1]",7.295608520507812e-05,"[0.6689088344573975, 0.8789797]",0.010392904281616211
9,IBP,14,0,0.0006000000000000001,0.003,True,whitenoise,"[[4.957358, 0, 21.908295, 9.543332], [42.590527, 17.874655, 81.68734, 56.862316]]",0.23778271675109863,0.0020148754119873047,"[0, 1]",0.0,"[0, 1]",0.0
